DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
116,5.93758,566,-1.57034,0,9e+10,0,0,2.00196,2.00196
117,6.92718,567,-1.57034,0,9e+10,0,0,2.00196,2.00196
118,7.91677,568,-1.57034,0,9e+10,0,0,2.00196,2.00196
119,8.90637,569,-1.57034,0,9e+10,0,0,2.00196,2.00196
120,9.89597,570,-1.57034,0,9e+10,0,0,2.00196,2.00196
121,10.8856,571,-1.57034,0,9e+10,0,0,2.00196,2.00196
122,11.8752,572,-1.57034,0,9e+10,0,0,2.00196,2.00196
123,12.8648,573,-1.57034,0,9e+10,0,0,2.00196,2.00196
124,13.8544,574,-1.57034,0,9e+10,0,0,2.00196,2.00196
125,14.8439,575,-1.57034,0,9e+10,0,0,2.00196,2.00196
126,15.8335,576,-1.57034,0,9e+10,0,0,2.00196,2.00196
127,16.8231,577,-1.57034,0,9e+10,0,0,2.00196,2.00196
128,17.8127,578,-1.57034,0,9e+10,0,0,2.00196,2.00196
129,18.8023,579,-1.57034,0,9e+10,0,0,2.00196,2.00196
130,19.7919,580,-1.57034,0,9e+10,0,0,2.00196,2.00196
131,20.7815,581,-1.57034,0,9e+10,0,0,2.00196,2.00196
132,21.7711,582,-1.57034,0,9e+10,0,0,2.00196,2.00196
133,22.7607,583,-1.57034,0,9e+10,0,0,2.00196,2.00196
134,23.7503,584,-1.57034,0,9e+10,0,0,2.00196,2.00196
135,24.7399,585,-1.57034,0,9e+10,0,0,2.00196,2.00196
136,25.7295,586,-1.57034,0,9e+10,0,0,2.00196,2.00196
137,26.7191,587,-1.57034,0,9e+10,0,0,2.00196,2.00196
138,27.7087,588,-1.57034,0,9e+10,0,0,2.00196,2.00196
139,28.6983,589,-1.57034,0,9e+10,0,0,2.00196,2.00196
140,29.6879,590,-1.57034,0,9e+10,0,0,2.00196,2.00196
141,30.6775,591,-1.57034,0,9e+10,0,0,2.00196,2.00196
142,31.6671,592,-1.57034,0,9e+10,0,0,2.00196,2.00196
143,32.6567,593,-1.57034,0,9e+10,0,0,2.00196,2.00196
144,33.6463,594,-1.57034,0,9e+10,0,0,2.00196,2.00196
145,34.6359,595,-1.57034,0,9e+10,0,0,2.00196,2.00196
146,35.6255,596,-1.57034,0,9e+10,0,0,2.00196,2.00196
147,36.6151,597,-1.57034,0,9e+10,0,0,2.00196,2.00196
148,37.6047,598,-1.57034,0,9e+10,0,0,2.00196,2.00196
149,38.5943,599,-1.57034,0,9e+10,0,0,2.00196,2.00196
150,39.5839,600,-1.57034,0,9e+10,0,0,2.00196,2.00196
151,40.5735,601,-1.57034,0,9e+10,0,0,2.00196,2.00196
152,41.5631,602,-1.57034,0,9e+10,0,0,2.00196,2.00196
153,0,655,3.1415,0,9e+10,0,0,2.00196,2.00196
154,0.983159,656,-8.89067e-05,0,9e+10,0,0,2.00196,2.00196
155,1.96632,657,-8.89148e-05,0,9e+10,0,0,2.00196,2.00196
156,2.94948,658,-8.8923e-05,0,9e+10,0,0,2.00196,2.00196
157,3.93263,659,-8.89311e-05,0,9e+10,0,0,2.00196,2.00196
158,4.91579,660,-8.89392e-05,0,9e+10,0,0,2.00196,2.00196
159,5.89895,661,-8.89473e-05,0,9e+10,0,0,2.00196,2.00196
160,6.88211,662,-8.89554e-05,0,9e+10,0,0,2.00196,2.00196
161,7.86527,663,-8.89636e-05,0,9e+10,0,0,2.00196,2.00196
162,8.84843,664,-8.89717e-05,0,9e+10,0,0,2.00196,2.00196
163,9.83159,665,-8.89798e-05,0,9e+10,0,0,2.00196,2.00196
164,10.8147,666,-8.89879e-05,0,9e+10,0,0,2.00196,2.00196
165,11.7979,667,-8.8996e-05,0,9e+10,0,0,2.00196,2.00196
166,12.7811,668,-8.90041e-05,0,9e+10,0,0,2.00196,2.00196
167,13.7642,669,-8.90123e-05,0,9e+10,0,0,2.00196,2.00196
168,14.7474,670,-8.90204e-05,0,9e+10,0,0,2.00196,2.00196
169,15.7305,671,-8.90285e-05,0,9e+10,0,0,2.00196,2.00196
170,16.7137,672,-8.90366e-05,0,9e+10,0,0,2.00196,2.00196
171,17.6969,673,-8.90448e-05,0,9e+10,0,0,2.00196,2.00196
172,18.68,674,-8.90529e-05,0,9e+10,0,0,2.00196,2.00196
173,19.6632,675,-8.9061e-05,0,9e+10,0,0,2.00196,2.00196
174,20.6463,676,-8.90691e-05,0,9e+10,0,0,2.00196,2.00196
175,21.6295,677,-8.90773e-05,0,9e+10,0,0,2.00196,2.00196
176,22.6126,678,-8.90854e-05,0,9e+10,0,0,2.00196,2.00196
177,23.5958,679,-8.90935e-05,0,9e+10,0,0,2.00196,2.00196
178,24.579,680,-8.91016e-05,0,9e+10,0,0,2.00196,2.00196
179,25.5621,681,-8.91098e-05,0,9e+10,0,0,2.00196,2.00196
180,26.5453,682,-8.91179e-05,0,9e+10,0,0,2.00196,2.00196
181,27.5284,683,-8.91261e-05,0,9e+10,0,0,2.00196,2.00196
182,28.5116,684,-8.91342e-05,0,9e+10,0,0,2.00196,2.00196
183,29.4948,685,-8.91423e-05,0,9e+10,0,0,2.00196,2.00196
184,30.4779,686,-8.91504e-05,0,9e+10,0,0,2.00196,2.00196
185,31.4611,687,-8.91585e-05,0,9e+10,0,0,2.00196,2.00196
186,32.4442,688,-8.91667e-05,0,9e+10,0,0,2.00196,2.00196
187,33.4274,689,-8.91748e-05,0,9e+10,0,0,2.00196,2.00196
188,34.4106,690,-8.91829e-05,0,9e+10,0,0,2.00196,2.00196
189,35.3937,691,-8.9191e-05,0,9e+10,0,0,2.00196,2.00196
190,36.3769,692,-8.91992e-05,0,9e+10,0,0,2.00196,2.00196
191,37.36,693,-8.92073e-05,0,9e+10,0,0,2.00196,2.00196
192,38.3432,694,-8.92154e-05,0,9e+10,0,0,2.00196,2.00196
193,39.3263,695,-8.92235e-05,0,9e+10,0,0,2.00196,2.00196
194,40.3095,696,-8.92316e-05,0,9e+10,0,0,2.00196,2.00196
195,41.2927,697,-8.92398e-05,0,9e+10,0,0,2.00196,2.00196
196,42.2758,698,-8.92479e-05,0,9e+10,0,0,2.00196,2.00196
197,43.259,699,-8.9256e-05,0,9e+10,0,0,2.00196,2.00196
198,44.2421,700,-8.92641e-05,0,9e+10,0,0,2.00196,2.00196
199,45.2253,701,-8.92723e-05,0,9e+10,0,0,2.00196,2.00196
200,46.2085,702,-8.92804e-05,0,9e+10,0,0,2.00196,2.00196
201,47.1916,703,-8.92885e-05,0,9e+10,0,0,2.00196,2.00196
202,48.1748,704,-8.92966e-05,0,9e+10,0,0,2.00196,2.00196
203,49.1579,705,-8.93047e-05,0,9e+10,0,0,2.00196,2.00196
204,0,740,-8.87636e-05,0,9e+10,0,0,2.00196,2.00196
205,0.992801,741,-8.87595e-05,0,9e+10,0,0,2.00196,2.00196
206,1.9856,742,-8.87513e-05,0,9e+10,0,0,2.00196,2.00196
207,2.9784,743,-8.87431e-05,0,9e+10,0,0,2.00196,2.00196
208,3.9712,744,-8.87349e-05,0,9e+10,0,0,2.00196,2.00196
209,4.96401,745,-8.87267e-05,0,9e+10,0,0,2.00196,2.00196
210,5.95681,746,-8.87185e-05,0,9e+10,0,0,2.00196,2.00196
211,6.94961,747,-8.87103e-05,0,9e+10,0,0,2.00196,2.00196
212,7.94241,748,-8.87021e-05,0,9e+10,0,0,2.00196,2.00196
213,8.93521,749,-8.86939e-05,0,9e+10,0,0,2.00196,2.00196
214,9.92801,750,-8.86857e-05,0,9e+10,0,0,2.00196,2.00196
215,10.9208,751,-8.86775e-05,0,9e+10,0,0,2.00196,2.00196
216,11.9136,752,-8.86693e-05,0,9e+10,0,0,2.00196,2.00196
217,12.9064,753,-8.86611e-05,0,9e+10,0,0,2.00196,2.00196
218,13.8992,754,-8.86529e-05,0,9e+10,0,0,2.00196,2.00196
219,14.892,755,-8.86446e-05,0,9e+10,0,0,2.00196,2.00196
220,15.8848,756,-8.86365e-05,0,9e+10,0,0,2.00196,2.00196
221,16.8776,757,-8.86283e-05,0,9e+10,0,0,2.00196,2.00196
222,17.8704,758,-8.86201e-05,0,9e+10,0,0,2.00196,2.00196
223,18.8632,759,-8.86119e-05,0,9e+10,0,0,2.00196,2.00196
224,19.856,760,-8.86037e-05,0,9e+10,0,0,2.00196,2.00196
225,20.8488,761,-8.85955e-05,0,9e+10,0,0,2.00196,2.00196
226,21.8416,762,-8.85872e-05,0,9e+10,0,0,2.00196,2.00196
227,22.8344,763,-8.8579e-05,0,9e+10,0,0,2.00196,2.00196
228,23.8272,764,-8.85708e-05,0,9e+10,0,0,2.00196,2.00196
229,24.82,765,-8.85626e-05,0,9e+10,0,0,2.00196,2.00196
230,25.8128,766,-8.85544e-05,0,9e+10,0,0,2.00196,2.00196
231,26.8056,767,-8.85462e-05,0,9e+10,0,0,2.00196,2.00196
232,27.7984,768,-8.85381e-05,0,9e+10,0,0,2.00196,2.00196
233,28.7912,769,-8.85299e-05,0,9e+10,0,0,2.00196,2.00196
234,29.784,770,-8.85216e-05,0,9e+10,0,0,2.00196,2.00196
235,30.7768,771,-8.85134e-05,0,9e+10,0,0,2.00196,2.00196
236,31.7696,772,-8.85052e-05,0,9e+10,0,0,2.00196,2.00196
237,0,816,1.5714,0,9e+10,0,0,2.00196,2.00196
238,0.991674,817,-1.57019,0,9e+10,0,0,2.00196,2.00196
239,1.98335,818,-1.57019,0,9e+10,0,0,2.00196,2.00196
240,2.97502,819,-1.57019,0,9e+10,0,0,2.00196,2.00196
241,3.96669,820,-1.57019,0,9e+10,0,0,2.00196,2.00196
242,4.95837,821,-1.57019,0,9e+10,0,0,2.00196,2.00196
243,5.95004,822,-1.57019,0,9e+10,0,0,2.00196,2.00196
244,6.94172,823,-1.57019,0,9e+10,0,0,2.00196,2.00196
245,7.93339,824,-1.57019,0,9e+10,0,0,2.00196,2.00196
246,8.92506,825,-1.57019,0,9e+10,0,0,2.00196,2.00196
247,9.91674,826,-1.57019,0,9e+10,0,0,2.00196,2.00196
248,10.9084,827,-1.57019,0,9e+10,0,0,2.00196,2.00196
249,11.9001,828,-1.57019,0,9e+10,0,0,2.00196,2.00196
250,12.8918,829,-1.57019,0,9e+10,0,0,2.00196,2.00196
251,13.8834,830,-1.57019,0,9e+10,0,0,2.00196,2.00196
252,14.8751,831,-1.57019,0,9e+10,0,0,2.00196,2.00196
253,15.8668,832,-1.57019,0,9e+10,0,0,2.00196,2.00196
254,16.8585,833,-1.57019,0,9e+10,0,0,2.00196,2.00196
255,17.8501,834,-1.57019,0,9e+10,0,0,2.00196,2.00196
256,18.8418,835,-1.57019,0,9e+10,0,0,2.00196,2.00196
257,19.8335,836,-1.57019,0,9e+10,0,0,2.00196,2.00196
258,20.8251,837,-1.57019,0,9e+10,0,0,2.00196,2.00196
259,21.8168,838,-1.57019,0,9e+10,0,0,2.00196,2.00196
260,22.8085,839,-1.57019,0,9e+10,0,0,2.00196,2.00196
261,23.8002,840,-1.57019,0,9e+10,0,0,2.00196,2.00196
262,24.7918,841,-1.57019,0,9e+10,0,0,2.00196,2.00196
263,25.7835,842,-1.57019,0,9e+10,0,0,2.00196,2.00196
264,26.7752,843,-1.57019,0,9e+10,0,0,2.00196,2.00196
265,27.7669,844,-1.57019,0,9e+10,0,0,2.00196,2.00196
266,28.7585,845,-1.57019,0,9e+10,0,0,2.00196,2.00196
267,29.7502,846,-1.57019,0,9e+10,0,0,2.00196,2.00196
268,30.7419,847,-1.57019,0,9e+10,0,0,2.00196,2.00196
269,31.7336,848,-1.57019,0,9e+10,0,0,2.00196,2.00196
270,32.7252,849,-1.57019,0,9e+10,0,0,2.00196,2.00196
271,33.7169,850,-1.57019,0,9e+10,0,0,2.00196,2.00196
272,34.7086,851,-1.57019,0,9e+10,0,0,2.00196,2.00196
273,35.7002,852,-1.57019,0,9e+10,0,0,2.00196,2.00196
274,36.6919,853,-1.57019,0,9e+10,0,0,2.00196,2.00196
275,37.6836,854,-1.57019,0,9e+10,0,0,2.00196,2.00196
276,38.6753,855,-1.57019,0,9e+10,0,0,2.00196,2.00196
277,39.6669,856,-1.57019,0,9e+10,0,0,2.00196,2.00196
278,40.6586,857,-1.57019,0,9e+10,0,0,2.00196,2.00196
279,0,933,-1.57019,0,9e+10,0,0,2.00196,2.00196
280,0.997821,934,-1.57019,0,9e+10,0,0,2.00196,2.00196
281,1.99564,935,-1.57019,0,9e+10,0,0,2.00196,2.00196
282,2.99346,936,-1.57019,0,9e+10,0,0,2.00196,2.00196
283,3.99128,937,-1.57019,0,9e+10,0,0,2.00196,2.00196
284,4.98911,938,-1.57019,0,9e+10,0,0,2.00196,2.00196
285,5.98693,939,-1.57019,0,9e+10,0,0,2.00196,2.00196
286,6.98475,940,-1.57019,0,9e+10,0,0,2.00196,2.00196
287,7.98257,941,-1.57019,0,9e+10,0,0,2.00196,2.00196
288,8.98039,942,-1.57019,0,9e+10,0,0,2.00196,2.00196
289,9.97821,943,-1.57019,0,9e+10,0,0,2.00196,2.00196
290,10.976,944,-1.57019,0,9e+10,0,0,2.00196,2.00196
291,11.9739,945,-1.57019,0,9e+10,0,0,2.00196,2.00196
292,12.9717,946,-1.57019,0,9e+10,0,0,2.00196,2.00196
293,13.9695,947,-1.57019,0,9e+10,0,0,2.00196,2.00196
294,14.9673,948,-1.57019,0,9e+10,0,0,2.00196,2.00196
295,15.9651,949,-1.57019,0,9e+10,0,0,2.00196,2.00196
296,16.963,950,-1.57019,0,9e+10,0,0,2.00196,2.00196
297,17.9608,951,-1.57019,0,9e+10,0,0,2.00196,2.00196
298,18.9586,952,-1.57019,0,9e+10,0,0,2.00196,2.00196
299,19.9564,953,-1.57019,0,9e+10,0,0,2.00196,2.00196
300,20.9542,954,-1.57019,0,9e+10,0,0,2.00196,2.00196
301,21.9521,955,-1.57019,0,9e+10,0,0,2.00196,2.00196
302,22.9499,956,-1.57019,0,9e+10,0,0,2.00196,2.00196
303,23.9477,957,-1.57019,0,9e+10,0,0,2.00196,2.00196
304,24.9455,958,-1.57019,0,9e+10,0,0,2.00196,2.00196
305,25.9434,959,-1.57019,0,9e+10,0,0,2.00196,2.00196
306,26.9412,960,-1.57019,0,9e+10,0,0,2.00196,2.00196
307,27.939,961,-1.57019,0,9e+10,0,0,2.00196,2.00196
308,28.9368,962,-1.57019,0,9e+10,0,0,2.00196,2.00196
309,29.9346,963,-1.57019,0,9e+10,0,0,2.00196,2.00196
310,30.9325,964,-1.57019,0,9e+10,0,0,2.00196,2.00196
311,31.9303,965,-1.57019,0,9e+10,0,0,2.00196,2.00196
312,32.9281,966,-1.57019,0,9e+10,0,0,2.00196,2.00196
313,33.9259,967,-1.57019,0,9e+10,0,0,2.00196,2.00196
314,34.9237,968,-1.57019,0,9e+10,0,0,2.00196,2.00196
315,35.9216,969,-1.57019,0,9e+10,0,0,2.00196,2.00196
316,36.9194,970,-1.57019,0,9e+10,0,0,2.00196,2.00196
317,37.9172,971,-1.57019,0,9e+10,0,0,2.00196,2.00196
318,38.915,972,-1.57019,0,9e+10,0,0,2.00196,2.00196
319,39.9128,973,-1.57019,0,9e+10,0,0,2.00196,2.00196
320,40.9107,974,-1.57019,0,9e+10,0,0,2.00196,2.00196
321,41.9085,975,-1.57019,0,9e+10,0,0,2.00196,2.00196
322,42.9063,976,-1.57019,0,9e+10,0,0,2.00196,2.00196
323,43.9041,977,-1.57019,0,9e+10,0,0,2.00196,2.00196
324,44.902,978,-1.57019,0,9e+10,0,0,2.00196,2.00196
325,45.8998,979,-1.57019,0,9e+10,0,0,2.00196,2.00196
326,46.8976,980,-1.57019,0,9e+10,0,0,2.00196,2.00196
327,47.8954,981,-1.57019,0,9e+10,0,0,2.00196,2.00196
328,48.8932,982,-1.57019,0,9e+10,0,0,2.00196,2.00196
329,49.8911,983,-1.57019,0,9e+10,0,0,2.00196,2.00196
330,50.8889,984,-1.57019,0,9e+10,0,0,2.00196,2.00196
331,51.8867,985,-1.57019,0,9e+10,0,0,2.00196,2.00196
332,52.8845,986,-1.57019,0,9e+10,0,0,2.00196,2.00196
333,53.8823,987,-1.57019,0,9e+10,0,0,2.00196,2.00196
334,54.8802,988,-1.57019,0,9e+10,0,0,2.00196,2.00196
335,55.878,989,-1.57019,0,9e+10,0,0,2.00196,2.00196
336,56.8758,990,-1.57019,0,9e+10,0,0,2.00196,2.00196
337,57.8736,991,-1.57019,0,9e+10,0,0,2.00196,2.00196
338,58.8715,992,-1.57019,0,9e+10,0,0,2.00196,2.00196
339,59.8693,993,-1.57019,0,9e+10,0,0,2.00196,2.00196
340,60.8671,994,-1.57019,0,9e+10,0,0,2.00196,2.00196
341,61.8649,995,-1.57019,0,9e+10,0,0,2.00196,2.00196
342,62.8627,996,-1.57019,0,9e+10,0,0,2.00196,2.00196
343,63.8606,997,-1.57019,0,9e+10,0,0,2.00196,2.00196
344,64.8584,998,-1.57019,0,9e+10,0,0,2.00196,2.00196
345,65.8562,999,-1.57019,0,9e+10,0,0,2.00196,2.00196
346,66.854,1000,-1.57019,0,9e+10,0,0,2.00196,2.00196
347,67.8518,1001,-1.57019,0,9e+10,0,0,2.00196,2.00196
348,68.8497,1002,-1.57019,0,9e+10,0,0,2.00196,2.00196
349,69.8475,1003,-1.57019,0,9e+10,0,0,2.00196,2.00196
350,70.8453,1004,-1.57019,0,9e+10,0,0,2.00196,2.00196
351,71.8431,1005,-1.57019,0,9e+10,0,0,2.00196,2.00196
352,72.841,1006,-1.57019,0,9e+10,0,0,2.00196,2.00196
353,0,1082,1.5714,0,9e+10,0,0,2.00196,2.00196
354,0.997821,1083,-1.57019,0,9e+10,0,0,2.00196,2.00196
355,1.99564,1084,-1.57019,0,9e+10,0,0,2.00196,2.00196
356,2.99346,1085,-1.57019,0,9e+10,0,0,2.00196,2.00196
357,3.99128,1086,-1.57019,0,9e+10,0,0,2.00196,2.00196
358,4.98911,1087,-1.57019,0,9e+10,0,0,2.00196,2.00196
359,5.98693,1088,-1.57019,0,9e+10,0,0,2.00196,2.00196
360,6.98475,1089,-1.57019,0,9e+10,0,0,2.00196,2.00196
361,7.98257,1090,-1.57019,0,9e+10,0,0,2.00196,2.00196
362,8.98039,1091,-1.57019,0,9e+10,0,0,2.00196,2.00196
363,9.97821,1092,-1.57019,0,9e+10,0,0,2.00196,2.00196
364,10.976,1093,-1.57019,0,9e+10,0,0,2.00196,2.00196
365,11.9739,1094,-1.57019,0,9e+10,0,0,2.00196,2.00196
366,12.9717,1095,-1.57019,0,9e+10,0,0,2.00196,2.00196
367,13.9695,1096,-1.57019,0,9e+10,0,0,2.00196,2.00196
368,14.9673,1097,-1.57019,0,9e+10,0,0,2.00196,2.00196
369,15.9651,1098,-1.57019,0,9e+10,0,0,2.00196,2.00196
370,16.963,1099,-1.57019,0,9e+10,0,0,2.00196,2.00196
371,17.9608,1100,-1.57019,0,9e+10,0,0,2.00196,2.00196
372,18.9586,1101,-1.57019,0,9e+10,0,0,2.00196,2.00196
373,19.9564,1102,-1.57019,0,9e+10,0,0,2.00196,2.00196
374,20.9542,1103,-1.57019,0,9e+10,0,0,2.00196,2.00196
375,21.9521,1104,-1.57019,0,9e+10,0,0,2.00196,2.00196
376,22.9499,1105,-1.57019,0,9e+10,0,0,2.00196,2.00196
377,23.9477,1106,-1.57019,0,9e+10,0,0,2.00196,2.00196
378,24.9455,1107,-1.57019,0,9e+10,0,0,2.00196,2.00196
379,25.9434,1108,-1.57019,0,9e+10,0,0,2.00196,2.00196
380,26.9412,1109,-1.57019,0,9e+10,0,0,2.00196,2.00196
