NID,PID
1012,2076
1013,2077
1014,2078
1015,2079
1016,2080
1017,2081
1018,2082
1019,2083
1020,2084
1021,2085
1022,2086
1023,2087
1024,2088
1025,2089
1026,2090
1027,2091
1028,2092
1029,2093
1030,2094
1031,2095
1032,2096
1033,2097
1034,2098
1035,2099
1036,2100
1037,2101
1038,2102
1039,2103
1040,2104
1041,2105
1042,2106
1043,2107
1044,2108
1045,2109
1046,2110
1047,2111
1048,2112
1049,2113
1050,2114
1051,2115
1052,2116
1053,2117
1054,2118
1055,2119
1056,2120
1057,2121
1058,2122
1059,2123
1060,2124
1061,2125
1062,2126
1063,2127
1064,2128
1065,2129
1066,2130
1067,2131
1068,2132
1069,2133
1070,2134
1071,2135
1072,2136
1073,2137
1074,2138
1075,2139
1076,2140
1077,2141
1078,2142
1079,2143
1080,2144
1081,2145
1082,2146
1083,2147
1084,2148
1085,2149
1086,2150
1087,2151
1088,2152
1089,2153
1090,2154
1091,2155
1092,2156
1093,2157
1094,2158
1095,2159
1096,2160
1097,2161
1098,2162
1099,2163
1100,2164
1101,2165
1102,2166
1103,2167
1104,2168
1105,2169
1106,2170
1107,2171
1108,2172
1109,2173
1110,2174
1111,2175
1112,2176
1113,2177
1114,2178
1115,2179
1116,2180
1117,2181
1118,2182
1119,2183
1120,2184
1121,2185
1122,2186
1123,2187
1124,2188
1125,2189
1126,2190
1127,2191
1128,2192
1129,2193
1130,2194
1131,2195
1132,2196
1133,2197
1134,2198
1135,2551
1136,2552
1137,2553
1138,2554
1139,2555
1140,2556
1141,2557
1142,2558
1143,2559
1144,2560
1145,2561
1146,2562
1147,2563
1148,2564
1149,2565
1150,2566
1151,2567
1152,2568
1153,2569
1154,2570
1155,2571
1156,2572
1157,2573
1158,2574
1159,2575
1160,2576
1161,2577
1162,2578
1163,2579
1164,2580
1165,2581
1166,2582
1167,2583
1168,2584
1169,2585
1170,2586
1171,2587
1172,2588
1173,2589
1174,2590
1175,2591
1176,2592
1177,2593
1178,2594
1179,2595
1180,2596
1181,2597
1182,2598
1183,2599
1184,2600
1185,2601
1186,2602
1187,2603
1188,2604
1189,2605
1190,2606
1191,2607
1192,2608
1193,2609
1194,2610
1195,2611
1196,2612
1197,2613
1198,2614
1199,2615
1200,2616
1201,2617
1202,2618
1203,2619
1204,2620
1205,2621
1206,2622
1207,2623
1208,2624
1209,2625
1210,2626
1211,2627
1212,2628
1213,2629
1214,2630
1215,2631
1216,2632
1217,2633
1218,2634
1219,2635
1220,2636
1221,2637
1222,2638
1223,2639
1224,2640
1225,2641
1226,2642
1227,2643
1228,2644
1229,2645
1230,2646
1231,2647
1232,2648
1233,2649
1234,2650
1235,2651
1236,2652
1237,2653
1238,2654
1239,2655
1240,2656
1241,2657
1242,2658
1243,2659
1244,2660
1245,2661
1246,2662
1247,2663
1248,2664
1249,2665
1250,2666
1251,2667
1252,2668
1253,2669
1254,2670
1255,2671
1256,2672
1257,2673
1258,2674
1259,2675
1260,2676
1261,2677
1262,2678
1263,2679
1264,2680
1265,2681
1266,2682
1267,2683
1268,2684
1269,2685
1270,2686
1271,2687
1272,2688
1273,2689
1274,2690
1275,2691
1276,2692
1277,2693
1278,2694
1279,2695
1280,2696
1281,2697
1282,2698
1283,2699
1284,2700
1285,2701
1286,2702
1287,2703
1288,2704
1289,2705
1290,2706
1291,2707
1292,2708
1293,2709
1294,2710
1295,2711
1296,2712
1297,2713
1298,2714
1299,2715
1300,2716
1301,2717
1302,2718
1303,2719
1304,2720
1305,2721
1306,2722
1307,2723
1308,2724
1309,2725
1310,2726
1311,2727
1312,2728
1313,2729
1314,2730
1315,2731
1316,2732
1317,2733
1318,2734
1319,2735
1320,2736
1321,2737
1322,2738
1323,2739
1324,2740
1325,2741
1326,2742
1327,2743
1328,2744
1329,2745
1330,2746
1331,2747
1332,2748
1333,2749
1334,2750
1335,2751
1336,2952
1337,2953
1338,2954
1339,2955
1340,2956
1341,2957
1342,2958
1343,2959
1344,2960
1345,2961
1346,2962
1347,2963
1348,2964
1349,2965
1350,2966
1351,2967
1352,2968
1353,2969
1354,2970
1355,2971
1356,2972
1357,2973
1358,2974
1359,2975
1360,2976
1361,2977
1362,2978
1363,2979
1364,2980
1365,2981
1366,2982
1367,2983
1368,2984
1369,2985
1370,2986
1371,2987
1372,2988
1373,2989
1374,2990
1375,2991
1376,2992
1377,2993
1378,2994
1379,2995
1380,2996
1381,2997
1382,2998
1383,2999
1384,3000
1385,3001
1386,3002
1387,3003
1388,3004
1389,3005
1390,3006
1391,3007
1392,3008
1393,3009
1394,3010
1395,3011
1396,3012
1397,3013
1398,3014
1399,3015
1400,3016
1401,3017
1402,3018
1403,3019
1404,3020
1405,3021
1406,3022
1407,3023
1408,3024
1409,3025
1410,3026
1411,3027
1412,3028
1413,3029
1414,3030
1415,3031
1416,3032
1417,3033
1418,3034
1419,3035
1420,3036
1421,3037
1422,3038
1423,3039
1424,3040
1425,3041
1426,3042
1427,3043
1428,3044
1429,3045
1430,3046
1431,3047
1432,3048
1433,3049
1434,3050
1435,3051
1436,3052
1437,3053
1438,3054
1439,3055
1440,3056
1441,3057
1442,3058
1443,3059
1444,3060
1445,3061
1446,3062
1447,3063
1448,3064
1449,3065
1450,3066
1451,3067
1452,3068
1453,3069
1454,3070
1455,3071
1456,3072
1457,3073
1458,3074
1459,3075
1460,3076
1461,3077
1462,3078
1463,3079
1464,3080
1465,3081
1466,3082
1467,3083
1468,3084
1469,3085
1470,3086
1471,3087
1472,3088
1473,3089
1474,3090
1475,3091
1476,3092
1477,3093
1478,3094
1479,3095
1480,3096
1481,3097
1482,3098
1483,3099
1484,3100
1485,3101
1486,3102
1487,3103
1488,3104
1489,3105
1490,3106
1491,3107
1492,3108
1493,3109
1494,3110
1495,3111
1496,3112
1497,3113
1498,3114
1499,3115
1500,3116
1501,3117
1502,3118
1503,3119
1504,3120
1505,3121
1506,3122
1507,3123
1508,3124
1509,3125
1510,3126
1511,3127
1512,3128
1513,3129
1514,3130
1515,3131
1516,3132
1517,3133
1518,3134
1519,3135
1520,3136
1521,3137
1522,3138
1523,3139
1524,3140
1525,3141
1526,3142
1527,3143
1528,3144
1529,3145
1530,3146
1531,3147
1532,3148
1533,3149
1534,3150
1535,3151
1536,3152
1537,3153
1538,3154
1539,3155
1540,3156
1541,3157
1542,3158
1543,3159
1544,3160
1545,3161
1546,3162
1547,3163
1548,3164
1549,3165
1550,3166
1551,3167
1552,3168
1553,3169
1554,3170
1555,3171
1556,3172
1557,3173
1558,3174
1559,3175
1560,3176
1561,3177
1562,3178
1563,3179
1564,3180
1565,3181
1566,3182
1567,3183
1568,3184
1569,3185
1570,3186
1571,3187
1572,3188
1573,3189
1574,3190
1575,3191
1576,3192
1577,3193
1578,3194
1579,3195
1580,3196
1581,3197
1582,3198
1583,3199
1584,3200
1585,3201
1586,3202
1587,3203
1588,3204
1589,3205
1590,3206
1591,3207
1592,3208
1593,3209
1594,3210
1595,3211
1596,3212
1597,3213
1598,3214
1599,3215
1600,3216
1601,3217
1602,3218
1603,3219
1604,3220
1605,3221
1606,3222
1607,3223
1608,3224
1609,3225
1610,3226
1611,3227
1612,3228
1613,3229
1614,3230
1615,3231
1616,3232
1617,3233
1618,3234
1619,3235
1620,3236
1621,3237
1622,3238
1623,3239
1624,3240
1625,3241
1626,3242
1627,3243
1628,3244
1629,3245
1630,3246
1631,3247
1632,3248
1633,3249
1634,3250
1635,3251
1636,3252
1637,3253
1638,3254
1639,3255
1640,3256
1641,3257
1642,3258
1643,3259
1644,3260
1645,3261
1646,3262
1647,3263
1648,3264
1649,3265
1650,3266
1651,3267
1652,3268
1653,3269
1654,3270
1655,3271
1656,3272
1657,3273
1658,3274
1659,3275
1660,3276
1661,3277
1662,3278
1663,3279
1664,3280
1665,3281
1666,3282
1667,3283
1668,3284
1669,3285
1670,3286
1671,3287
1672,3288
1673,3289
1674,3290
1675,3291
1676,3631
1677,3632
1678,3633
1679,3634
1680,3635
1681,3636
1682,3637
1683,3638
1684,3639
1685,3640
1686,3641
1687,3642
1688,3643
1689,3644
1690,3645
1691,3660
1692,3661
1693,3662
1694,3663
1695,3664
1696,3665
1697,3666
1698,3667
1699,3668
1700,3669
1701,3670
1702,3671
1703,3672
1704,3673
1705,3674
1706,3675
1707,3676
1708,3677
1709,3678
1710,3679
1711,3680
1712,3701
1713,3702
1714,3703
1715,3704
1716,3705
1717,3706
1718,3707
1719,3708
1720,3709
1721,3710
1722,3711
1723,3712
1724,3713
1725,3714
1726,3728
1727,3729
1728,3730
1729,3731
1730,3732
1731,3733
1732,3734
1733,3735
1734,3736
1735,3737
1736,3738
1737,3739
1738,3740
1739,3741
1740,3742
1741,3743
1742,3744
1743,3761
1744,3762
1745,3763
1746,3764
1747,3765
1748,3766
1749,3767
1750,3768
1751,3769
1752,3770
1753,3771
1754,3772
1755,3773
1756,3774
1757,3775
1758,3776
1759,3777
1760,3794
1761,3795
1762,3796
1763,3797
1764,3798
1765,3799
1766,3800
1767,3801
1768,3802
1769,3803
1770,3804
1771,3805
1772,3806
1773,3807
1774,3808
1775,3809
1776,3810
1777,3827
1778,3828
1779,3829
1780,3830
1781,3831
1782,3832
1783,3833
1784,3834
1785,3835
1786,3836
1787,3837
1788,3838
1789,3839
1790,3840
1791,3841
1792,3842
1793,3843
1794,3844
1795,3845
1796,3846
1797,3847
1798,3868
1799,3869
1800,3870
1801,3871
1802,3872
1803,3873
1804,3874
1805,3875
1806,3876
1807,3877
1808,3878
1809,3879
1810,3880
1811,3881
1812,3882
1813,3897
1814,3898
1815,3899
1816,3900
1817,3901
1818,3902
1819,3903
1820,3904
1821,3905
1822,3906
1823,3907
1824,3908
1825,3909
1826,3910
1827,3924
1828,3925
1829,3926
1830,3927
1831,3928
1832,3929
1833,3930
1834,3931
1835,3932
1836,3933
1837,3934
1838,3935
1839,3936
1840,3937
1841,3938
1842,3939
1843,3940
1844,3941
1845,3942
1846,3943
1847,3944
1848,3965
1849,3966
1850,3967
1851,3968
1852,3969
1853,3970
1854,3971
1855,3972
1856,3973
1857,3974
1858,3975
1859,3976
1860,3977
1861,3978
1862,3979
1863,3994
1864,3995
1865,3996
1866,3997
1867,3998
1868,3999
1869,4000
1870,4001
1871,4002
1872,4003
1873,4004
1874,4005
1875,4006
1876,4007
1877,4008
1878,4009
1879,4010
1880,4027
1881,4028
1882,4029
1883,4030
1884,4031
1885,4032
1886,4033
1887,4034
1888,4035
1889,4036
1890,4037
1891,4038
1892,4039
1893,4040
1894,4041
1895,4042
1896,4043
1897,4044
1898,4045
1899,4046
1900,4047
1901,4048
1902,4049
1903,4050
1904,4051
1905,4052
1906,4053
1907,4054
1908,4055
1909,4056
1910,4057
1911,4058
1912,4059
1913,4060
1914,4061
1915,4062
1916,4063
1917,4064
1918,4065
1919,4066
1920,4067
1921,4068
1922,4069
1923,4112
1924,4113
1925,4114
1926,4115
1927,4116
1928,4117
1929,4118
1930,4119
1931,4120
1932,4121
1933,4122
1934,4123
1935,4124
1936,4125
1937,4126
1938,4127
1939,4128
1940,4145
1941,4146
1942,4147
1943,4148
1944,4149
1945,4150
1946,4151
1947,4152
1948,4153
1949,4154
1950,4155
1951,4156
1952,4157
1953,4158
1954,4172
1955,4173
1956,4174
1957,4175
1958,4176
1959,4177
1960,4178
1961,4179
1962,4180
1963,4181
1964,4182
1965,4183
1966,4184
1967,4185
1968,4186
1969,4187
1970,4203
1971,4204
1972,4205
1973,4206
1974,4207
1975,4208
1976,4209
1977,4210
1978,4211
1979,4212
1980,4213
1981,4214
1982,4215
1983,4216
1984,4217
1985,4218
1986,4219
1987,4220
1988,4221
1989,4222
1990,4223
1991,4224
1992,4246
1993,4247
1994,4248
1995,4249
1996,4250
1997,4251
1998,4252
1999,4253
2000,4254
2001,4255
2002,4256
2003,4257
2004,4258
2005,4259
2006,4273
2007,4274
2008,4275
2009,4276
2010,4277
2011,4278
2012,4279
2013,4280
2014,4281
2015,4282
2016,4283
2017,4284
2018,4285
2019,4286
2020,4287
2021,4288
2022,4289
2023,4290
2024,4291
2025,4292
2026,4293
2027,4294
2028,4316
2029,4317
2030,4318
2031,4319
2032,4320
2033,4321
2034,4322
2035,4323
2036,4324
2037,4325
2038,4326
2039,4327
2040,4328
2041,4329
2042,4330
2043,4331
2044,4332
2045,4333
2046,4334
2047,4335
2048,4355
2049,4356
2050,4357
2051,4358
2052,4359
2053,4360
2054,4361
2055,4362
2056,4363
2057,4364
2058,4365
2059,4366
2060,4367
2061,4368
2062,4369
2063,4384
2064,4385
2065,4386
2066,4387
2067,4388
2068,4389
2069,4390
2070,4391
2071,4392
2072,4393
2073,4394
2074,4395
2075,4396
2076,4397
2077,4398
2078,4399
2079,4400
2080,4401
2081,4402
2082,4403
2083,4404
2084,4425
2085,4426
2086,4427
2087,4428
2088,4429
2089,4430
2090,4431
2091,4432
2092,4433
2093,4434
2094,4435
2095,4436
2096,4437
2097,4438
2098,4439
2099,4440
2100,4441
2101,4442
2102,4443
2103,4444
2104,4445
2105,4446
2106,4447
2107,4448
2108,4449
2109,4450
2110,4451
2111,4452
2112,4453
2113,4454
2114,4455
2115,4456
2116,4457
2117,4458
2118,4492
2119,4493
2120,4494
2121,4495
2122,4496
2123,4497
2124,4498
2125,4499
2126,4500
2127,4501
2128,4502
2129,4503
2130,4504
2131,4505
2132,4506
2133,4507
2134,4508
2135,4509
2136,4510
2137,4511
2138,4512
2139,4533
2140,4534
2141,4535
2142,4536
2143,4537
2144,4538
2145,4539
2146,4540
2147,4541
2148,4542
2149,4543
2150,4544
2151,4545
2152,4546
2153,4547
2154,4548
2155,4549
2156,4550
2157,4551
2158,4552
2159,4553
2160,4554
2161,4555
2162,4556
2163,4557
2164,4558
2165,4559
2166,4560
2167,4561
2168,4562
2169,4563
2170,4564
2171,4565
2172,4566
2173,4567
2174,4602
2175,4603
2176,4604
2177,4605
2178,4606
2179,4607
2180,4608
2181,4609
2182,4610
2183,4611
2184,4612
2185,4613
2186,4614
2187,4615
2188,4616
2189,4617
2190,4618
2191,4635
2192,4636
2193,4637
2194,4638
2195,4639
2196,4640
2197,4641
2198,4642
2199,4643
2200,4644
2201,4645
2202,4646
2203,4647
2204,4648
2205,4649
2206,4650
2207,4666
2208,4667
2209,4668
2210,4669
2211,4670
2212,4671
2213,4672
2214,4673
2215,4674
2216,4675
2217,4676
2218,4677
2219,4678
2220,4679
2221,4680
2222,4681
2223,4682
2224,4683
2225,4684
2226,4685
2227,4686
2228,4687
2229,4688
2230,4689
2231,4690
2232,4691
2233,4692
2234,4693
2235,4694
2236,4695
2237,4696
2238,4697
2239,4698
2240,4699
2241,4700
2242,4735
2243,4736
2244,4737
2245,4738
2246,4739
2247,4740
2248,4741
2249,4742
2250,4743
2251,4744
2252,4745
2253,4746
2254,4747
2255,4748
2256,4762
2257,4763
2258,4764
2259,4765
2260,4766
2261,4767
2262,4768
2263,4769
2264,4770
2265,4771
2266,4772
2267,4773
2268,4774
2269,4775
2270,4776
2271,4777
2272,4778
2273,4779
2274,4780
2275,4781
2276,4782
2277,4783
2278,4784
2279,4785
2280,4786
2281,4787
2282,4788
2283,4789
2284,4790
2285,4791
2286,4792
2287,4793
2288,4794
2289,4795
2290,4796
2291,4797
2292,4798
2293,4799
2294,4800
2295,4801
2296,4802
2297,4803
2298,4804
2299,4805
2300,4806
2301,4807
2302,4808
2303,4809
2304,4810
2305,4811
2306,4812
2307,4813
2308,4814
2309,4815
2310,4816
2311,4817
2312,4818
2313,4819
2314,4820
2315,4821
2316,4822
2317,4823
2318,4824
2319,4825
2320,4826
2321,4827
2322,4828
2323,4829
2324,4830
2325,4831
2326,4832
2327,4833
2328,4834
2329,4835
2330,4836
2331,4837
2332,4838
2333,4915
2334,4916
2335,4917
2336,4918
2337,4919
2338,4920
2339,4921
2340,4922
2341,4923
2342,4924
2343,4925
2344,4926
2345,4927
2346,4928
2347,4929
2348,4930
2349,4931
2350,4932
2351,4933
2352,4934
2353,4954
2354,4955
2355,4956
2356,4957
2357,4958
2358,4959
2359,4960
2360,4961
2361,4962
2362,4963
2363,4964
2364,4965
2365,4966
2366,4967
2367,4968
2368,4969
2369,4985
2370,4986
2371,4987
2372,4988
2373,4989
2374,4990
2375,4991
2376,4992
2377,4993
2378,4994
2379,4995
2380,4996
2381,4997
2382,4998
2383,4999
2384,5000
2385,5001
2386,5002
2387,5003
2388,5004
2389,5005
2390,5006
2391,5007
2392,5008
2393,5009
2394,5010
2395,5011
2396,5012
2397,5013
2398,5014
2399,5015
2400,5016
2401,5017
2402,5018
2403,5019
2404,5020
2405,5021
2406,5022
2407,5023
2408,5024
2409,5025
2410,5026
2411,5027
2412,5028
2413,5029
2414,5030
2415,5031
2416,5032
2417,5033
2418,5034
2419,5035
2420,5036
2421,5037
2422,5038
2423,5039
2424,5040
2425,5041
2426,5042
2427,5043
2428,5044
2429,5045
2430,5046
2431,5047
2432,5048
2433,5049
2434,5050
2435,5051
2436,5052
2437,5053
2438,5054
2439,5055
2440,5056
2441,5057
2442,5058
2443,5059
2444,5060
2445,5061
2446,5062
2447,5063
2448,5064
2449,5065
2450,5066
2451,5067
2452,5068
2453,5069
2454,5070
2455,5071
2456,5072
2457,5073
2458,5074
2459,5075
2460,5076
2461,5077
2462,5078
2463,5079
2464,5080
2465,5081
2466,5082
2467,5083
2468,5084
2469,5085
2470,5086
2471,5087
2472,5088
2473,5089
2474,5090
2475,5091
2476,5092
2477,5093
2478,5094
2479,5095
2480,5096
2481,5097
2482,5098
2483,5099
2484,5100
2485,5101
2486,5102
2487,5103
2488,5104
2489,5105
2490,5106
2491,5107
2492,5108
2493,5109
2494,5110
2495,5111
2496,5112
2497,5113
2498,5114
2499,5115
2500,5116
2501,5117
2502,5118
2503,5119
2504,5120
2505,5121
2506,5122
2507,5123
2508,5124
2509,5125
2510,5126
2511,5127
2512,5128
2513,5129
2514,5130
2515,5276
2516,5277
2517,5278
2518,5279
2519,5280
2520,5281
2521,5282
2522,5283
2523,5284
2524,5285
2525,5286
2526,5287
2527,5288
2528,5289
2529,5290
2530,5291
2531,5292
2532,5293
2533,5294
2534,5295
2535,5315
2536,5316
2537,5317
2538,5318
2539,5319
2540,5320
2541,5321
2542,5322
2543,5323
2544,5324
2545,5325
2546,5326
2547,5327
2548,5328
2549,5342
2550,5343
2551,5344
2552,5345
2553,5346
2554,5347
2555,5348
2556,5349
2557,5350
