NID,PID
1310,2755
1311,2756
1312,2757
1313,2758
1314,2759
1315,2760
1316,2761
1317,2762
1318,2763
1319,2764
1320,2765
1321,2766
1322,2767
1323,2768
1324,2769
1325,2770
1326,2771
1327,3252
1328,3253
1329,3254
1330,3255
1331,3256
1332,3257
1333,3258
1334,3259
1335,3260
1336,3261
1337,3262
1338,3263
1339,3264
1340,3265
1341,3266
1342,3267
1343,3268
1344,3269
1345,3270
1346,3271
1347,3272
1348,3273
1349,3274
1350,3275
1351,3276
1352,3277
1353,3278
1354,3279
1355,3280
1356,3281
1357,3282
1358,3283
1359,3284
1360,3285
1361,3286
1362,3287
1363,3288
1364,3289
1365,3290
1366,3291
1367,3292
1368,3293
1369,3294
1370,3295
1371,3296
1372,3297
1373,3298
1374,3299
1375,3300
1376,3301
1377,3302
1378,3303
1379,3304
1380,3305
1381,3306
1382,3307
1383,3308
1384,3309
1385,3310
1386,3311
1387,3312
1388,3313
1389,3314
1390,3315
1391,3316
1392,3317
1393,3318
1394,3319
1395,3320
1396,3321
1397,3322
1398,3323
1399,3324
1400,3325
1401,3326
1402,3327
1403,3328
1404,3329
1405,3330
1406,3331
1407,3332
1408,3333
1409,3334
1410,3335
1411,3336
1412,3337
1413,3338
1414,3339
1415,3340
1416,3341
1417,3342
1418,3343
1419,3344
1420,3345
1421,3346
1422,3347
1423,3348
1424,3349
1425,3350
1426,3351
1427,3352
1428,3353
1429,3354
1430,3355
1431,3356
1432,3357
1433,3358
1434,3359
1435,3360
1436,3361
1437,3362
1438,3363
1439,3364
1440,3365
1441,3366
1442,3367
1443,3368
1444,3369
1445,3370
1446,3371
1447,3372
1448,3373
1449,3374
1450,3375
1451,3376
1452,3377
1453,3378
1454,3379
1455,3380
1456,3381
1457,3382
1458,3383
1459,3384
1460,3385
1461,3386
1462,3387
1463,3388
1464,3389
1465,3390
1466,3391
1467,3392
1468,3393
1469,3394
1470,3395
1471,3396
1472,3397
1473,3398
1474,3399
1475,3400
1476,3401
1477,3402
1478,3403
1479,3404
1480,3405
1481,3406
1482,3407
1483,3408
1484,3409
1485,3410
1486,3411
1487,3412
1488,3413
1489,3414
1490,3415
1491,3416
1492,3417
1493,3418
1494,3419
1495,3420
1496,3421
1497,3422
1498,3423
1499,3424
1500,3425
1501,3426
1502,3427
1503,3428
1504,3429
1505,3430
1506,3431
1507,3432
1508,3433
1509,3434
1510,3435
1511,3436
1512,3437
1513,3438
1514,3439
1515,3440
1516,3441
1517,3442
1518,3443
1519,3444
1520,3445
1521,3446
1522,3447
1523,3448
1524,3449
1525,3450
1526,3451
1527,3452
1528,3453
1529,3454
1530,3455
1531,3456
1532,3457
1533,3458
1534,3459
1535,3460
1536,3461
1537,3462
1538,3463
1539,3464
1540,3465
1541,3466
1542,3467
1543,3468
1544,3469
1545,3470
1546,3471
1547,3472
1548,3473
1549,3474
1550,3475
1551,3476
1552,3477
1553,3703
1554,3704
1555,3705
1556,3706
1557,3707
1558,3708
1559,3709
1560,3710
1561,3711
1562,3712
1563,3713
1564,3714
1565,3715
1566,3716
1567,3717
1568,3718
1569,3719
1570,3720
1571,3721
1572,3722
1573,3723
1574,3724
1575,3725
1576,3726
1577,3727
1578,3728
1579,3729
1580,3730
1581,3731
1582,3732
1583,3733
1584,3734
1585,3735
1586,3736
1587,3737
1588,3738
1589,3739
1590,3740
1591,3741
1592,3742
1593,3743
1594,3744
1595,3745
1596,3746
1597,3747
1598,3748
1599,3749
1600,3750
1601,3751
1602,3752
1603,3753
1604,3754
1605,3755
1606,3756
1607,3757
1608,3758
1609,3759
1610,3760
1611,3761
1612,3762
1613,3763
1614,3764
1615,3765
1616,3766
1617,3767
1618,3768
1619,3769
1620,3770
1621,3771
1622,3772
1623,3773
1624,3774
1625,3775
1626,3776
1627,3777
1628,3778
1629,3779
1630,3780
1631,3781
1632,3782
1633,3783
1634,3784
1635,3785
1636,3786
1637,3787
1638,3788
1639,3789
1640,3790
1641,3791
1642,3792
1643,3793
1644,3794
1645,3795
1646,3796
1647,3797
1648,3798
1649,3799
1650,3800
1651,3801
1652,3802
1653,3803
1654,3804
1655,3805
1656,3806
1657,3807
1658,3808
1659,3809
1660,3810
1661,3811
1662,3812
1663,3813
1664,3814
1665,3815
1666,3816
1667,3817
1668,3818
1669,3819
1670,3820
1671,3821
1672,3822
1673,3823
1674,3824
1675,3825
1676,3826
1677,3827
1678,3828
1679,3829
1680,3830
1681,3831
1682,3832
1683,3833
1684,3834
1685,3835
1686,3836
1687,3837
1688,3838
1689,3839
1690,3840
1691,3841
1692,3842
1693,3843
1694,3844
1695,3845
1696,3846
1697,3847
1698,3848
1699,3849
1700,3850
1701,3851
1702,3852
1703,3853
1704,3854
1705,3855
1706,3856
1707,3857
1708,3858
1709,3859
1710,3860
1711,3861
1712,3862
1713,3863
1714,3864
1715,3865
1716,3866
1717,3867
1718,3868
1719,3869
1720,3870
1721,3871
1722,3872
1723,3873
1724,3874
1725,3875
1726,3876
1727,3877
1728,3878
1729,3879
1730,3880
1731,3881
1732,3882
1733,3883
1734,3884
1735,3885
1736,3886
1737,3887
1738,3888
1739,3889
1740,3890
1741,3891
1742,3892
1743,3893
1744,3894
1745,3895
1746,3896
1747,3897
1748,3898
1749,3899
1750,3900
1751,3901
1752,3902
1753,3903
1754,3904
1755,3905
1756,3906
1757,3907
1758,3908
1759,3909
1760,3910
1761,3911
1762,3912
1763,3913
1764,3914
1765,3915
1766,3916
1767,3917
1768,3918
1769,3919
1770,3920
1771,3921
1772,3922
1773,3923
1774,3924
1775,3925
1776,3926
1777,3927
1778,3928
1779,4154
1780,4155
1781,4156
1782,4157
1783,4158
1784,4159
1785,4160
1786,4161
1787,4162
1788,4163
1789,4164
1790,4165
1791,4166
1792,4167
1793,4168
1794,4169
1795,4170
1796,4171
1797,4172
1798,4173
1799,4174
1800,4175
1801,4176
1802,4177
1803,4178
1804,4179
1805,4180
1806,4181
1807,4182
1808,4183
1809,4184
1810,4185
1811,4186
1812,4187
1813,4188
1814,4189
1815,4190
1816,4191
1817,4192
1818,4193
1819,4194
1820,4195
1821,4196
1822,4197
1823,4198
1824,4243
1825,4244
1826,4245
1827,4246
1828,4247
1829,4248
1830,4249
1831,4250
1832,4251
1833,4252
1834,4253
1835,4254
1836,4255
1837,4256
1838,4257
1839,4258
1840,4259
1841,4260
1842,4261
1843,4262
1844,4263
1845,4264
1846,4265
1847,4266
1848,4267
1849,4268
1850,4269
1851,4270
1852,4271
1853,4272
1854,4273
1855,4274
1856,4275
1857,4276
1858,4277
1859,4278
1860,4279
1861,4280
1862,4281
1863,4282
1864,4283
1865,4284
1866,4285
1867,4286
1868,4287
1869,4288
1870,4289
1871,4290
1872,4291
1873,4292
1874,4293
1875,4294
1876,4295
1877,4296
1878,4297
1879,4298
1880,4299
1881,4300
1882,4301
1883,4302
1884,4303
1885,4304
1886,4305
1887,4306
1888,4307
1889,4308
1890,4309
1891,4310
1892,4311
1893,4312
1894,4313
1895,4314
1896,4315
1897,4316
1898,4317
1899,4318
1900,4319
1901,4320
1902,4321
1903,4322
1904,4323
1905,4324
1906,4325
1907,4326
1908,4327
1909,4328
1910,4329
1911,4330
1912,4331
1913,4332
1914,4333
1915,4334
1916,4335
1917,4336
1918,4337
1919,4338
1920,4339
1921,4340
1922,4341
1923,4342
1924,4343
1925,4344
1926,4345
1927,4346
1928,4347
1929,4348
1930,4349
1931,4350
1932,4351
1933,4352
1934,4353
1935,4354
1936,4355
1937,4356
1938,4357
1939,4358
1940,4359
1941,4360
1942,4361
1943,4362
1944,4363
1945,4364
1946,4365
1947,4366
1948,4367
1949,4368
1950,4369
1951,4370
1952,4371
1953,4372
1954,4373
1955,4374
1956,4375
1957,4376
1958,4377
1959,4378
1960,4379
1961,4380
1962,4381
1963,4382
1964,4383
1965,4384
1966,4385
1967,4386
1968,4387
1969,4388
1970,4389
1971,4390
1972,4391
1973,4392
1974,4393
1975,4394
1976,4395
1977,4396
1978,4397
1979,4398
1980,4399
1981,4400
1982,4401
1983,4402
1984,4562
1985,4563
1986,4564
1987,4565
1988,4566
1989,4567
1990,4568
1991,4569
1992,4570
1993,4571
1994,4572
1995,4573
1996,4574
1997,4575
1998,4576
1999,4577
2000,4578
2001,4579
2002,4580
2003,4581
2004,4582
2005,4583
2006,4584
2007,4585
2008,4586
2009,4587
2010,4588
2011,4589
2012,4590
2013,4591
2014,4592
2015,4593
2016,4594
2017,4595
2018,4596
2019,4597
2020,4598
2021,4635
2022,4636
2023,4637
2024,4638
2025,4639
2026,4640
2027,4641
2028,4642
2029,4643
2030,4644
2031,4645
2032,4646
2033,4647
2034,4648
2035,4649
2036,4650
2037,4651
2038,4652
2039,4653
2040,4654
2041,4655
2042,4656
2043,4657
2044,4658
2045,4659
2046,4660
2047,4661
2048,4662
2049,4663
2050,4664
2051,4665
2052,4666
2053,4667
2054,4668
2055,4669
2056,4670
2057,4671
2058,4672
2059,4673
2060,4674
2061,4675
2062,4676
2063,4677
2064,4678
2065,4679
2066,4680
2067,4681
2068,4682
2069,4683
2070,4684
2071,4685
2072,4686
2073,4687
2074,4740
2075,4741
2076,4742
2077,4743
2078,4744
2079,4745
2080,4746
2081,4747
2082,4748
2083,4749
2084,4750
2085,4751
2086,4752
2087,4753
2088,4754
2089,4755
2090,4756
2091,4757
2092,4758
2093,4759
2094,4760
2095,4761
2096,4762
2097,4763
2098,4764
2099,4765
2100,4766
2101,4767
2102,4768
2103,4769
2104,4770
2105,4771
2106,4772
2107,4773
2108,4774
2109,4775
2110,4776
2111,4777
2112,4778
2113,4779
2114,4780
2115,4781
2116,4782
2117,4783
2118,4784
2119,4785
2120,4786
2121,4787
2122,4788
2123,4789
2124,4790
2125,4791
2126,4792
2127,4845
2128,4846
2129,4847
2130,4848
2131,4849
2132,4850
2133,4851
2134,4852
2135,4853
2136,4854
2137,4855
2138,4856
2139,4857
2140,4858
2141,4859
2142,4860
2143,4861
2144,4862
2145,4863
2146,4864
2147,4865
2148,4866
2149,4867
2150,4868
2151,4869
2152,4870
2153,4871
2154,4872
2155,4873
2156,4874
2157,4875
2158,4876
2159,4877
2160,4878
2161,4879
2162,4880
2163,4881
2164,4882
2165,4883
2166,4884
2167,4885
2168,4886
2169,4887
2170,4888
2171,4889
2172,4890
2173,4891
2174,4892
2175,4893
2176,4894
2177,4895
2178,4896
2179,4897
2180,4898
2181,4899
2182,4900
2183,4901
2184,4902
2185,4903
2186,4904
2187,4905
2188,4906
2189,4907
2190,4908
2191,4909
2192,4910
2193,4911
2194,4912
2195,4913
2196,4914
2197,4915
2198,4916
2199,4917
2200,4918
2201,4919
2202,4920
2203,4921
2204,4922
2205,4923
2206,4924
2207,4925
2208,4926
2209,4927
2210,4928
2211,4929
2212,4930
2213,4931
2214,4932
2215,4933
2216,4934
2217,4935
2218,4936
2219,4937
2220,4938
2221,4939
2222,4940
2223,4941
2224,4942
2225,4943
2226,4944
2227,4945
2228,4946
2229,4947
2230,4948
2231,4949
2232,4950
2233,4951
2234,4952
2235,4953
2236,4954
2237,5064
2238,5065
2239,5066
2240,5067
2241,5068
2242,5069
2243,5070
2244,5071
2245,5072
2246,5073
2247,5074
2248,5075
2249,5076
2250,5077
2251,5078
2252,5079
2253,5080
2254,5081
2255,5082
2256,5083
2257,5084
2258,5085
2259,5086
2260,5087
2261,5088
2262,5089
2263,5090
2264,5091
2265,5092
2266,5093
2267,5094
2268,5095
2269,5096
2270,5097
2271,5098
2272,5099
2273,5100
2274,5101
2275,5102
2276,5103
2277,5104
2278,5105
2279,5106
2280,5107
2281,5108
2282,5109
2283,5110
2284,5111
2285,5112
2286,5113
2287,5114
2288,5115
2289,5116
2290,5117
2291,5118
2292,5119
2293,5120
2294,5121
2295,5122
2296,5123
2297,5124
2298,5125
2299,5126
2300,5127
2301,5128
2302,5129
2303,5130
2304,5131
2305,5132
2306,5133
2307,5134
2308,5135
2309,5136
2310,5137
2311,5138
2312,5139
2313,5140
2314,5141
2315,5142
2316,5143
2317,5144
2318,5145
2319,5146
2320,5147
2321,5148
2322,5149
2323,5150
2324,5151
2325,5152
2326,5153
2327,5154
2328,5155
2329,5156
2330,5157
2331,5158
2332,5159
2333,5160
2334,5161
2335,5162
2336,5163
2337,5164
2338,5165
2339,5166
2340,5167
2341,5168
2342,5169
2343,5170
2344,5171
2345,5172
2346,5173
2347,5283
2348,5284
2349,5285
2350,5286
2351,5287
2352,5288
2353,5289
2354,5290
2355,5291
2356,5292
2357,5293
2358,5294
2359,5295
2360,5296
2361,5297
2362,5298
2363,5299
2364,5300
2365,5301
2366,5302
2367,5303
2368,5304
2369,5305
2370,5306
2371,5307
2372,5308
2373,5309
2374,5310
2375,5311
2376,5312
2377,5313
2378,5314
2379,5315
2380,5316
2381,5317
2382,5318
2383,5319
2384,5320
2385,5321
2386,5322
2387,5323
2388,5324
2389,5325
2390,5326
2391,5327
2392,5328
2393,5329
2394,5330
2395,5331
2396,5332
2397,5333
2398,5334
2399,5335
2400,5388
2401,5389
2402,5390
2403,5391
2404,5392
2405,5393
2406,5394
2407,5395
2408,5396
2409,5397
2410,5398
2411,5399
2412,5400
2413,5401
2414,5402
2415,5403
2416,5404
2417,5405
2418,5406
2419,5407
2420,5427
2421,5428
2422,5429
2423,5430
2424,5431
2425,5432
2426,5433
2427,5434
2428,5435
2429,5436
2430,5437
2431,5438
2432,5439
2433,5440
2434,5441
2435,5442
2436,5443
2437,5444
2438,5445
2439,5446
2440,5466
2441,5467
2442,5468
2443,5469
2444,5470
2445,5471
2446,5472
2447,5473
2448,5474
2449,5475
2450,5476
2451,5477
2452,5478
2453,5479
2454,5480
2455,5481
2456,5482
2457,5483
2458,5484
2459,5485
2460,5505
2461,5506
2462,5507
2463,5508
2464,5509
2465,5510
2466,5511
2467,5512
2468,5513
2469,5514
2470,5515
2471,5516
2472,5517
2473,5518
2474,5519
2475,5520
2476,5521
2477,5522
2478,5523
2479,5524
2480,5525
2481,5526
2482,5527
2483,5528
2484,5529
2485,5530
2486,5556
2487,5557
2488,5558
2489,5559
2490,5560
2491,5561
2492,5562
2493,5563
2494,5564
2495,5565
2496,5566
2497,5567
2498,5568
2499,5569
2500,5570
2501,5571
2502,5572
2503,5573
2504,5574
2505,5575
2506,5576
2507,5577
2508,5578
2509,5579
2510,5603
2511,5604
2512,5605
2513,5606
2514,5607
2515,5608
2516,5609
2517,5610
2518,5611
2519,5612
2520,5613
2521,5614
2522,5615
2523,5616
2524,5617
2525,5618
2526,5619
2527,5620
2528,5621
2529,5622
2530,5623
2531,5624
2532,5625
2533,5626
2534,5650
2535,5651
2536,5652
2537,5653
2538,5654
2539,5655
2540,5656
2541,5657
2542,5658
2543,5659
2544,5660
2545,5661
2546,5662
2547,5663
2548,5664
2549,5665
2550,5666
2551,5667
2552,5668
2553,5669
2554,5670
2555,5671
2556,5672
2557,5673
2558,5674
2559,5699
2560,5700
2561,5701
2562,5702
2563,5703
