DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
197,192.412,1217,-0.000212296,0,9e+10,0,0,2.00196,2.00196
198,193.394,1218,-0.000212304,0,9e+10,0,0,2.00196,2.00196
199,194.377,1219,-0.000212312,0,9e+10,0,0,2.00196,2.00196
200,195.359,1220,-0.00021232,0,9e+10,0,0,2.00196,2.00196
201,196.342,1221,-0.000212328,0,9e+10,0,0,2.00196,2.00196
202,197.324,1222,-0.000212336,0,9e+10,0,0,2.00196,2.00196
203,198.307,1223,-0.000212344,0,9e+10,0,0,2.00196,2.00196
204,199.289,1224,-0.000212353,0,9e+10,0,0,2.00196,2.00196
205,200.272,1225,-0.000212361,0,9e+10,0,0,2.00196,2.00196
206,201.254,1226,-0.000212369,0,9e+10,0,0,2.00196,2.00196
207,202.237,1227,-0.000212377,0,9e+10,0,0,2.00196,2.00196
208,203.219,1228,-0.000212385,0,9e+10,0,0,2.00196,2.00196
209,204.201,1229,-0.000212393,0,9e+10,0,0,2.00196,2.00196
210,205.184,1230,-0.000212401,0,9e+10,0,0,2.00196,2.00196
211,206.166,1231,-0.000212409,0,9e+10,0,0,2.00196,2.00196
212,207.149,1232,-0.000212418,0,9e+10,0,0,2.00196,2.00196
213,208.131,1233,-0.000212426,0,9e+10,0,0,2.00196,2.00196
214,209.114,1234,-0.000212434,0,9e+10,0,0,2.00196,2.00196
215,210.096,1235,-0.000212442,0,9e+10,0,0,2.00196,2.00196
216,211.079,1236,-0.00021245,0,9e+10,0,0,2.00196,2.00196
217,212.061,1237,-0.000212458,0,9e+10,0,0,2.00196,2.00196
218,213.043,1238,-0.000212466,0,9e+10,0,0,2.00196,2.00196
219,214.026,1239,-0.000212474,0,9e+10,0,0,2.00196,2.00196
220,215.008,1240,-0.000212482,0,9e+10,0,0,2.00196,2.00196
221,215.991,1241,-0.000212491,0,9e+10,0,0,2.00196,2.00196
222,216.973,1242,-0.000212499,0,9e+10,0,0,2.00196,2.00196
223,217.956,1243,-0.000212507,0,9e+10,0,0,2.00196,2.00196
224,218.938,1244,-0.000212515,0,9e+10,0,0,2.00196,2.00196
225,219.921,1245,-0.000212523,0,9e+10,0,0,2.00196,2.00196
226,220.903,1246,-0.000212531,0,9e+10,0,0,2.00196,2.00196
227,221.886,1247,-0.000212539,0,9e+10,0,0,2.00196,2.00196
228,222.868,1248,-0.000212547,0,9e+10,0,0,2.00196,2.00196
229,223.85,1249,-0.000212556,0,9e+10,0,0,2.00196,2.00196
230,224.833,1250,-0.000212564,0,9e+10,0,0,2.00196,2.00196
231,225.815,1251,-0.000212572,0,9e+10,0,0,2.00196,2.00196
232,226.798,1252,-0.00021258,0,9e+10,0,0,2.00196,2.00196
233,227.78,1253,-0.000212588,0,9e+10,0,0,2.00196,2.00196
234,228.763,1254,-0.000212596,0,9e+10,0,0,2.00196,2.00196
235,229.745,1255,-0.000212604,0,9e+10,0,0,2.00196,2.00196
236,230.728,1256,-0.000212612,0,9e+10,0,0,2.00196,2.00196
237,231.71,1257,-0.000212621,0,9e+10,0,0,2.00196,2.00196
238,232.693,1258,-0.000212629,0,9e+10,0,0,2.00196,2.00196
239,233.675,1259,-0.000212637,0,9e+10,0,0,2.00196,2.00196
240,234.657,1260,-0.000212645,0,9e+10,0,0,2.00196,2.00196
241,235.64,1261,-0.000212653,0,9e+10,0,0,2.00196,2.00196
242,236.622,1262,-0.000212661,0,9e+10,0,0,2.00196,2.00196
243,237.605,1263,-0.000212669,0,9e+10,0,0,2.00196,2.00196
244,238.587,1264,-0.000212677,0,9e+10,0,0,2.00196,2.00196
245,239.57,1265,-0.000212685,0,9e+10,0,0,2.00196,2.00196
246,240.552,1266,-0.000212694,0,9e+10,0,0,2.00196,2.00196
247,241.535,1267,-0.000212702,0,9e+10,0,0,2.00196,2.00196
248,242.517,1268,-0.00021271,0,9e+10,0,0,2.00196,2.00196
249,243.499,1269,-0.000212718,0,9e+10,0,0,2.00196,2.00196
250,244.482,1270,-0.000212726,0,9e+10,0,0,2.00196,2.00196
251,245.464,1271,-0.000212734,0,9e+10,0,0,2.00196,2.00196
252,246.447,1272,-0.000212742,0,9e+10,0,0,2.00196,2.00196
253,247.429,1273,-0.00021275,0,9e+10,0,0,2.00196,2.00196
254,248.412,1274,-0.000212759,0,9e+10,0,0,2.00196,2.00196
255,249.394,1275,-0.000212767,0,9e+10,0,0,2.00196,2.00196
256,250.377,1276,-0.000212775,0,9e+10,0,0,2.00196,2.00196
257,251.359,1277,-0.000212783,0,9e+10,0,0,2.00196,2.00196
258,252.342,1278,-0.000212791,0,9e+10,0,0,2.00196,2.00196
259,253.324,1279,-0.000212799,0,9e+10,0,0,2.00196,2.00196
260,254.306,1280,-0.000212807,0,9e+10,0,0,2.00196,2.00196
261,255.289,1281,-0.000212815,0,9e+10,0,0,2.00196,2.00196
262,256.271,1282,-0.000212824,0,9e+10,0,0,2.00196,2.00196
263,257.254,1283,-0.000212832,0,9e+10,0,0,2.00196,2.00196
264,258.236,1284,-0.00021284,0,9e+10,0,0,2.00196,2.00196
265,259.219,1285,-0.000212848,0,9e+10,0,0,2.00196,2.00196
266,260.201,1286,-0.000212856,0,9e+10,0,0,2.00196,2.00196
267,261.184,1287,-0.000212864,0,9e+10,0,0,2.00196,2.00196
268,262.166,1288,-0.000212872,0,9e+10,0,0,2.00196,2.00196
269,263.149,1289,-0.00021288,0,9e+10,0,0,2.00196,2.00196
270,264.131,1290,-0.000212889,0,9e+10,0,0,2.00196,2.00196
271,265.113,1291,-0.000212897,0,9e+10,0,0,2.00196,2.00196
272,266.096,1292,-0.000212905,0,9e+10,0,0,2.00196,2.00196
273,267.078,1293,-0.000212913,0,9e+10,0,0,2.00196,2.00196
274,268.061,1294,-0.000212921,0,9e+10,0,0,2.00196,2.00196
275,269.043,1295,-0.000212929,0,9e+10,0,0,2.00196,2.00196
276,270.026,1296,-0.000212937,0,9e+10,0,0,2.00196,2.00196
277,271.008,1297,-0.000212945,0,9e+10,0,0,2.00196,2.00196
278,271.991,1298,-0.000212953,0,9e+10,0,0,2.00196,2.00196
279,272.973,1299,-0.000212962,0,9e+10,0,0,2.00196,2.00196
280,273.956,1300,-0.00021297,0,9e+10,0,0,2.00196,2.00196
281,274.938,1301,-0.000212978,0,9e+10,0,0,2.00196,2.00196
282,275.92,1302,-0.000212986,0,9e+10,0,0,2.00196,2.00196
283,276.903,1303,-0.000212994,0,9e+10,0,0,2.00196,2.00196
284,277.885,1304,-0.000213002,0,9e+10,0,0,2.00196,2.00196
285,278.868,1305,-0.00023236,0,9e+10,0,0,2.00196,2.00196
286,279.85,1306,-0.000277466,0,9e+10,0,0,2.00192,2.00199
287,280.833,1307,-0.000308993,0,9e+10,0,0,2.00187,2.00204
288,281.815,1308,-0.000347501,0,9e+10,0,0,2.00195,2.00197
289,282.798,1309,-0.000385465,0,9e+10,0,0,2.00196,2.00196
290,283.78,1310,-0.000390701,0,9e+10,0,0,2.00196,2.00196
291,284.762,1311,-0.000390709,0,9e+10,0,0,2.00196,2.00196
292,285.745,1312,-0.000390717,0,9e+10,0,0,2.00196,2.00196
293,286.727,1313,-0.000390725,0,9e+10,0,0,2.00196,2.00196
294,287.71,1314,-0.000390733,0,9e+10,0,0,2.00196,2.00196
295,288.692,1315,-0.000390742,0,9e+10,0,0,2.00196,2.00196
296,289.675,1316,-0.00039075,0,9e+10,0,0,2.00196,2.00196
297,290.657,1317,-0.000390758,0,9e+10,0,0,2.00196,2.00196
298,291.64,1318,-0.000390766,0,9e+10,0,0,2.00196,2.00196
299,292.622,1319,-0.000390774,0,9e+10,0,0,2.00196,2.00196
300,293.605,1320,-0.000390782,0,9e+10,0,0,2.00196,2.00196
301,294.587,1321,-0.00039079,0,9e+10,0,0,2.00196,2.00196
302,295.569,1322,-0.000390798,0,9e+10,0,0,2.00196,2.00196
303,296.552,1323,-0.000390807,0,9e+10,0,0,2.00196,2.00196
304,297.534,1324,-0.000390815,0,9e+10,0,0,2.00196,2.00196
305,298.517,1325,-0.000390823,0,9e+10,0,0,2.00196,2.00196
306,299.499,1326,-0.000390831,0,9e+10,0,0,2.00196,2.00196
307,300.482,1327,-0.000390839,0,9e+10,0,0,2.00196,2.00196
308,301.464,1328,-0.000390847,0,9e+10,0,0,2.00196,2.00196
309,302.447,1329,-0.000390855,0,9e+10,0,0,2.00196,2.00196
310,303.429,1330,-0.000390863,0,9e+10,0,0,2.00196,2.00196
311,304.412,1331,-0.000390871,0,9e+10,0,0,2.00196,2.00196
312,305.394,1332,-0.00039088,0,9e+10,0,0,2.00196,2.00196
313,306.376,1333,-0.000390888,0,9e+10,0,0,2.00196,2.00196
314,307.359,1334,-0.000390896,0,9e+10,0,0,2.00196,2.00196
315,308.341,1335,-0.000390904,0,9e+10,0,0,2.00196,2.00196
316,309.324,1336,-0.000390912,0,9e+10,0,0,2.00196,2.00196
317,310.306,1337,-0.00039092,0,9e+10,0,0,2.00196,2.00196
318,311.289,1338,-0.000390928,0,9e+10,0,0,2.00196,2.00196
319,312.271,1339,-0.000390936,0,9e+10,0,0,2.00196,2.00196
320,313.254,1340,-0.000390945,0,9e+10,0,0,2.00196,2.00196
321,314.236,1341,-0.000390953,0,9e+10,0,0,2.00196,2.00196
322,315.218,1342,-0.000390961,0,9e+10,0,0,2.00196,2.00196
323,316.201,1343,-0.000390969,0,9e+10,0,0,2.00196,2.00196
324,317.183,1344,-0.000390977,0,9e+10,0,0,2.00196,2.00196
325,318.166,1345,-0.000390985,0,9e+10,0,0,2.00196,2.00196
326,319.148,1346,-0.000390993,0,9e+10,0,0,2.00196,2.00196
327,320.131,1347,-0.000391001,0,9e+10,0,0,2.00196,2.00196
328,321.113,1348,-0.00039101,0,9e+10,0,0,2.00196,2.00196
329,322.096,1349,-0.000391018,0,9e+10,0,0,2.00196,2.00196
330,323.078,1350,-0.000391026,0,9e+10,0,0,2.00196,2.00196
331,324.061,1351,-0.000391034,0,9e+10,0,0,2.00196,2.00196
332,325.043,1352,-0.000391042,0,9e+10,0,0,2.00196,2.00196
333,326.025,1353,-0.00039105,0,9e+10,0,0,2.00196,2.00196
334,327.008,1354,-0.000391058,0,9e+10,0,0,2.00196,2.00196
335,327.99,1355,-0.000391066,0,9e+10,0,0,2.00196,2.00196
336,328.973,1356,-0.000391074,0,9e+10,0,0,2.00196,2.00196
337,329.955,1357,-0.000391083,0,9e+10,0,0,2.00196,2.00196
338,330.938,1358,-0.000391091,0,9e+10,0,0,2.00196,2.00196
339,331.92,1359,-0.000391099,0,9e+10,0,0,2.00196,2.00196
340,332.903,1360,-0.000391107,0,9e+10,0,0,2.00196,2.00196
341,333.885,1361,-0.000391115,0,9e+10,0,0,2.00196,2.00196
342,334.868,1362,-0.000391123,0,9e+10,0,0,2.00196,2.00196
343,335.85,1363,-0.000391131,0,9e+10,0,0,2.00196,2.00196
344,336.832,1364,-0.000391139,0,9e+10,0,0,2.00196,2.00196
345,337.815,1365,-0.000391148,0,9e+10,0,0,2.00196,2.00196
346,338.797,1366,-0.000391156,0,9e+10,0,0,2.00196,2.00196
347,339.78,1367,-0.000391164,0,9e+10,0,0,2.00196,2.00196
348,340.762,1368,-0.000391172,0,9e+10,0,0,2.00196,2.00196
349,341.745,1369,-0.00039118,0,9e+10,0,0,2.00196,2.00196
350,342.727,1370,-0.000391188,0,9e+10,0,0,2.00196,2.00196
351,343.71,1371,-0.000391196,0,9e+10,0,0,2.00196,2.00196
352,344.692,1372,-0.000391204,0,9e+10,0,0,2.00196,2.00196
353,345.674,1373,-0.000391213,0,9e+10,0,0,2.00196,2.00196
354,346.657,1374,-0.000391221,0,9e+10,0,0,2.00196,2.00196
355,347.639,1375,-0.000391229,0,9e+10,0,0,2.00196,2.00196
356,348.622,1376,-0.000391237,0,9e+10,0,0,2.00196,2.00196
357,349.604,1377,-0.000391245,0,9e+10,0,0,2.00196,2.00196
358,350.587,1378,-0.000391253,0,9e+10,0,0,2.00196,2.00196
359,351.569,1379,-0.000391261,0,9e+10,0,0,2.00196,2.00196
360,352.552,1380,-0.000391269,0,9e+10,0,0,2.00196,2.00196
361,353.534,1381,-0.000391278,0,9e+10,0,0,2.00196,2.00196
362,354.517,1382,-0.000391286,0,9e+10,0,0,2.00196,2.00196
363,355.499,1383,-0.000391294,0,9e+10,0,0,2.00196,2.00196
364,356.481,1384,0.00849417,0,9e+10,0,0,2.00196,2.00196
365,357.464,1385,0.0454636,0,9e+10,0,0,2.01941,1.9845
366,358.443,1386,0.10338,0,9e+10,0,0,2.09176,1.91215
367,359.417,1387,0.163052,0,9e+10,0,0,2.21226,1.78998
368,360.381,1388,0.222749,0,9e+10,0,0,2.27592,1.72616
369,361.332,1389,0.302402,0,9e+10,0,0,2.25171,1.75037
370,362.279,1390,0.433888,0,9e+10,0,0,2.17614,1.82594
371,363.236,1391,0.598431,0,9e+10,0,0,2.11357,1.88852
372,364.203,1392,0.759287,0,9e+10,0,0,2.06256,1.93953
373,365.178,1393,0.909682,0,9e+10,0,0,2.02688,1.97582
374,366.157,1394,1.0453,0,9e+10,0,0,2.01055,1.99209
375,367.138,1395,1.17176,0,9e+10,0,0,2.0037,1.99895
376,368.12,1396,1.29823,0,9e+10,0,0,2.00132,2.00132
377,369.102,1397,1.42246,0,9e+10,0,0,2.00552,1.99713
378,370.082,1398,1.51794,0,9e+10,0,0,2.01462,1.98863
