ID,LID,Width,Color,type,LinkID
286,26336,0.05,W,1,0
287,26337,0.05,W,1,0
288,26338,0.05,W,1,0
289,26339,0.05,W,1,0
290,26340,0.05,W,1,0
291,26341,0.05,W,1,0
292,26342,0.05,W,1,0
293,26343,0.05,W,1,0
294,26344,0.05,W,1,0
295,26345,0.05,W,1,0
296,26346,0.05,W,1,0
297,26347,0.05,W,1,0
298,26348,0.05,W,1,0
299,26349,0.05,W,1,0
300,26350,0.05,W,1,0
301,26351,0.05,W,1,0
302,26352,0.05,W,1,0
303,26353,0.05,W,1,0
304,26354,0.05,W,1,0
305,26355,0.05,W,1,0
306,26356,0.05,W,1,0
307,26357,0.05,W,1,0
308,26358,0.05,W,1,0
309,26359,0.05,W,1,0
310,26360,0.05,W,1,0
311,26361,0.05,W,1,0
312,26362,0.05,W,1,0
313,26363,0.05,W,1,0
314,26364,0.05,W,1,0
315,26365,0.05,W,1,0
316,26366,0.05,W,1,0
317,26367,0.05,W,1,0
318,26368,0.05,W,1,0
319,26369,0.05,W,1,0
320,26370,0.05,W,1,0
321,26371,0.05,W,1,0
322,26372,0.05,W,1,0
323,26373,0.05,W,1,0
324,26374,0.05,W,1,0
325,26375,0.05,W,1,0
326,26376,0.05,W,1,0
327,26377,0.05,W,1,0
328,26378,0.05,W,1,0
329,26379,0.05,W,1,0
330,26380,0.05,W,1,0
331,26381,0.05,W,1,0
332,26382,0.05,W,1,0
333,26383,0.05,W,1,0
334,26384,0.05,W,1,0
335,26385,0.05,W,1,0
336,26386,0.05,W,1,0
337,26387,0.05,W,1,0
338,26388,0.05,W,1,0
339,26389,0.05,W,1,0
340,26390,0.05,W,1,0
341,26391,0.05,W,1,0
342,26392,0.05,W,1,0
343,26393,0.05,W,1,0
344,26394,0.05,W,1,0
345,26395,0.05,W,1,0
346,26396,0.05,W,1,0
347,26397,0.05,W,1,0
348,26398,0.05,W,1,0
349,26399,0.05,W,1,0
350,26400,0.05,W,1,0
351,26401,0.05,W,1,0
352,26402,0.05,W,1,0
353,26403,0.05,W,1,0
354,26404,0.05,W,1,0
355,26405,0.05,W,1,0
356,26406,0.05,W,1,0
357,26407,0.05,W,1,0
358,26408,0.05,W,1,0
359,26409,0.05,W,1,0
360,26410,0.05,W,1,0
361,26411,0.05,W,1,0
362,26412,0.05,W,1,0
363,26413,0.05,W,1,0
364,26414,0.05,W,1,0
365,26415,0.05,W,1,0
366,26416,0.05,W,1,0
367,26417,0.05,W,1,0
368,26418,0.05,W,1,0
369,26419,0.05,W,1,0
370,26420,0.05,W,1,0
371,26421,0.05,W,1,0
372,26422,0.05,W,1,0
373,26423,0.05,W,1,0
374,26424,0.05,W,1,0
375,26425,0.05,W,1,0
376,26426,0.05,W,1,0
377,26427,0.05,W,1,0
378,26428,0.05,W,1,0
379,26429,0.05,W,1,0
380,26430,0.05,W,1,0
381,26431,0.05,W,1,0
382,26432,0.05,W,1,0
383,26433,0.05,W,1,0
384,26434,0.05,W,1,0
385,26435,0.05,W,1,0
386,26436,0.05,W,1,0
387,26437,0.05,W,1,0
388,26438,0.05,W,1,0
389,26439,0.05,W,1,0
390,26440,0.05,W,1,0
391,26441,0.05,W,1,0
392,26442,0.05,W,1,0
393,26443,0.05,W,1,0
394,26444,0.05,W,1,0
395,26445,0.05,W,1,0
396,26446,0.05,W,1,0
397,26447,0.05,W,1,0
398,26448,0.05,W,1,0
399,26449,0.05,W,1,0
400,26450,0.05,W,1,0
401,26451,0.05,W,1,0
402,26452,0.05,W,1,0
403,26453,0.05,W,1,0
404,26454,0.05,W,1,0
405,26455,0.05,W,1,0
406,26456,0.05,W,1,0
407,26457,0.05,W,1,0
408,26458,0.05,W,1,0
409,26459,0.05,W,1,0
410,26460,0.05,W,1,0
411,26461,0.05,W,1,0
412,26462,0.05,W,1,0
413,26463,0.05,W,1,0
414,26464,0.05,W,1,0
415,26465,0.05,W,1,0
416,26466,0.05,W,1,0
417,26467,0.05,W,1,0
418,26468,0.05,W,1,0
419,26469,0.05,W,1,0
420,26470,0.05,W,1,0
421,26471,0.05,W,1,0
422,26472,0.05,W,1,0
423,26473,0.05,W,1,0
424,26474,0.05,W,1,0
425,26475,0.05,W,1,0
426,26476,0.05,W,1,0
427,26477,0.05,W,1,0
428,26478,0.05,W,1,0
429,26479,0.05,W,1,0
430,26480,0.05,W,1,0
431,26481,0.05,W,1,0
432,26482,0.05,W,1,0
433,26483,0.05,W,1,0
434,26484,0.05,W,1,0
435,26485,0.05,W,1,0
436,26486,0.05,W,1,0
437,26487,0.05,W,1,0
438,26488,0.05,W,1,0
439,26489,0.05,W,1,0
440,26490,0.05,W,1,0
441,26491,0.05,W,1,0
442,26492,0.05,W,1,0
443,26493,0.05,W,1,0
444,26494,0.05,W,1,0
445,26495,0.05,W,1,0
446,26496,0.05,W,1,0
447,26497,0.05,W,1,0
448,26498,0.05,W,1,0
449,26499,0.05,W,1,0
450,26500,0.05,W,1,0
451,26501,0.05,W,1,0
452,26502,0.05,W,1,0
453,26503,0.05,W,1,0
454,26504,0.05,W,1,0
455,26505,0.05,W,1,0
456,26506,0.05,W,1,0
457,26507,0.05,W,1,0
458,26508,0.05,W,1,0
459,26509,0.05,W,1,0
460,26510,0.05,W,1,0
461,26511,0.05,W,1,0
462,26512,0.05,W,1,0
463,26513,0.05,W,1,0
464,26514,0.05,W,1,0
465,26515,0.05,W,1,0
466,26516,0.05,W,1,0
467,26517,0.05,W,1,0
468,26518,0.05,W,1,0
469,26519,0.05,W,1,0
470,26520,0.05,W,1,0
471,26521,0.05,W,1,0
472,26522,0.05,W,1,0
473,26523,0.05,W,1,0
474,26524,0.05,W,1,0
475,26525,0.05,W,1,0
476,26526,0.05,W,1,0
477,26527,0.05,W,1,0
478,26528,0.05,W,1,0
479,26529,0.05,W,1,0
480,26530,0.05,W,1,0
481,26531,0.05,W,1,0
482,26532,0.05,W,1,0
483,26533,0.05,W,1,0
484,26534,0.05,W,1,0
485,26535,0.05,W,1,0
486,26536,0.05,W,1,0
487,26537,0.05,W,1,0
488,26538,0.05,W,1,0
489,26539,0.05,W,1,0
490,26540,0.05,W,1,0
491,26541,0.05,W,1,0
492,26542,0.05,W,1,0
493,26543,0.05,W,1,0
494,26544,0.05,W,1,0
495,26545,0.05,W,1,0
496,26546,0.05,W,1,0
497,26547,0.05,W,1,0
498,26548,0.05,W,1,0
499,26549,0.05,W,1,0
500,26550,0.05,W,1,0
501,26551,0.05,W,1,0
502,26552,0.05,W,1,0
503,26553,0.05,W,1,0
504,26554,0.05,W,1,0
505,26555,0.05,W,1,0
506,26556,0.05,W,1,0
507,26557,0.05,W,1,0
508,26558,0.05,W,1,0
509,26559,0.05,W,1,0
510,26560,0.05,W,1,0
511,26561,0.05,W,1,0
512,26562,0.05,W,1,0
513,26563,0.05,W,1,0
514,26564,0.05,W,1,0
515,26565,0.05,W,1,0
516,26566,0.05,W,1,0
517,26567,0.05,W,1,0
518,26568,0.05,W,1,0
519,26569,0.05,W,1,0
520,26570,0.05,W,1,0
521,26571,0.05,W,1,0
522,26572,0.05,W,1,0
523,26573,0.05,W,1,0
524,26574,0.05,W,1,0
525,26575,0.05,W,1,0
526,26576,0.05,W,1,0
527,26577,0.05,W,1,0
528,26578,0.05,W,1,0
529,26579,0.05,W,1,0
530,26580,0.05,W,1,0
531,26581,0.05,W,1,0
532,26582,0.05,W,1,0
533,26583,0.05,W,1,0
534,26584,0.05,W,1,0
535,26585,0.05,W,1,0
536,26586,0.05,W,1,0
537,26587,0.05,W,1,0
538,26588,0.05,W,1,0
539,26589,0.05,W,1,0
540,26590,0.05,W,1,0
541,26591,0.05,W,1,0
542,26592,0.05,W,1,0
543,26593,0.05,W,1,0
544,26594,0.05,W,1,0
545,26595,0.05,W,1,0
546,26596,0.05,W,1,0
547,26597,0.05,W,1,0
548,26598,0.05,W,1,0
549,26599,0.05,W,1,0
550,26600,0.05,W,1,0
551,26601,0.05,W,1,0
552,26602,0.05,W,1,0
553,26603,0.05,W,1,0
554,26604,0.05,W,1,0
555,26605,0.05,W,1,0
556,26606,0.05,W,1,0
557,26607,0.05,W,1,0
558,26608,0.05,W,1,0
559,26609,0.05,W,1,0
560,26610,0.05,W,1,0
561,26611,0.05,W,1,0
562,26612,0.05,W,1,0
563,26613,0.05,W,1,0
564,26614,0.05,W,1,0
565,26615,0.05,W,1,0
566,26616,0.05,W,1,0
567,26617,0.05,W,1,0
568,26618,0.05,W,1,0
569,26619,0.05,W,1,0
570,26620,0.05,W,1,0
571,26621,0.05,W,1,0
572,26622,0.05,W,1,0
573,26623,0.05,W,1,0
574,26624,0.05,W,1,0
575,26625,0.05,W,1,0
576,26626,0.05,W,1,0
577,26627,0.05,W,1,0
578,26628,0.05,W,1,0
579,26629,0.05,W,1,0
580,26630,0.05,W,1,0
581,26631,0.05,W,1,0
582,26632,0.05,W,1,0
583,26633,0.05,W,1,0
584,26634,0.05,W,1,0
585,26635,0.05,W,1,0
586,26636,0.05,W,1,0
587,26637,0.05,W,1,0
588,26638,0.05,W,1,0
589,26639,0.05,W,1,0
590,26640,0.05,W,1,0
591,26641,0.05,W,1,0
592,26642,0.05,W,1,0
593,26643,0.05,W,1,0
594,26644,0.05,W,1,0
595,26645,0.05,W,1,0
596,26646,0.05,W,1,0
597,26647,0.05,W,1,0
598,26648,0.05,W,1,0
599,26649,0.05,W,1,0
600,26650,0.05,W,1,0
601,26651,0.05,W,1,0
602,26652,0.05,W,1,0
603,26653,0.05,W,1,0
604,26654,0.05,W,1,0
605,26655,0.05,W,1,0
606,26656,0.05,W,1,0
607,26657,0.05,W,1,0
608,26658,0.05,W,1,0
609,26659,0.05,W,1,0
610,26660,0.05,W,1,0
611,26661,0.05,W,1,0
612,26662,0.05,W,1,0
613,26663,0.05,W,1,0
614,26664,0.05,W,1,0
615,26665,0.05,W,1,0
616,26666,0.05,W,1,0
617,26667,0.05,W,1,0
618,26668,0.05,W,1,0
619,26669,0.05,W,1,0
620,26670,0.05,W,1,0
621,26671,0.05,W,1,0
622,26672,0.05,W,1,0
623,26673,0.05,W,1,0
624,26674,0.05,W,1,0
625,26675,0.05,W,1,0
626,26676,0.05,W,1,0
627,26677,0.05,W,1,0
628,26678,0.05,W,1,0
629,26679,0.05,W,1,0
630,26680,0.05,W,1,0
631,26681,0.05,W,1,0
632,26682,0.05,W,1,0
633,26683,0.05,W,1,0
634,26684,0.05,W,1,0
635,26685,0.05,W,1,0
636,26686,0.05,W,1,0
637,26687,0.05,W,1,0
638,26688,0.05,W,1,0
639,26689,0.05,W,1,0
640,26690,0.05,W,1,0
641,26691,0.05,W,1,0
642,26692,0.05,W,1,0
643,26693,0.05,W,1,0
644,26694,0.05,W,1,0
645,26695,0.05,W,1,0
646,26696,0.05,W,1,0
647,26697,0.05,W,1,0
648,26698,0.05,W,1,0
649,26699,0.05,W,1,0
650,26700,0.05,W,1,0
651,26701,0.05,W,1,0
652,26702,0.05,W,1,0
653,26703,0.05,W,1,0
654,26704,0.05,W,1,0
655,26705,0.05,W,1,0
656,26706,0.05,W,1,0
657,26707,0.05,W,1,0
658,26708,0.05,W,1,0
659,26709,0.05,W,1,0
660,26710,0.05,W,1,0
661,26711,0.05,W,1,0
662,26712,0.05,W,1,0
663,26713,0.05,W,1,0
664,26714,0.05,W,1,0
665,26715,0.05,W,1,0
666,26716,0.05,W,1,0
667,26717,0.05,W,1,0
668,26718,0.05,W,1,0
669,26719,0.05,W,1,0
670,26720,0.05,W,1,0
671,26721,0.05,W,1,0
672,26722,0.05,W,1,0
673,26723,0.05,W,1,0
674,26724,0.05,W,1,0
675,26725,0.05,W,1,0
676,26726,0.05,W,1,0
677,26727,0.05,W,1,0
678,26728,0.05,W,1,0
679,26729,0.05,W,1,0
680,26730,0.05,W,1,0
681,26731,0.05,W,1,0
682,26732,0.05,W,1,0
683,26733,0.05,W,1,0
684,26734,0.05,W,1,0
685,26735,0.05,W,1,0
686,26736,0.05,W,1,0
687,26737,0.05,W,1,0
688,26738,0.05,W,1,0
689,26739,0.05,W,1,0
690,26740,0.05,W,1,0
691,26741,0.05,W,1,0
692,26742,0.05,W,1,0
693,26743,0.05,W,1,0
694,26744,0.05,W,1,0
695,26745,0.05,W,1,0
696,26746,0.05,W,1,0
697,26747,0.05,W,1,0
698,26748,0.05,W,1,0
699,26749,0.05,W,1,0
700,26750,0.05,W,1,0
701,26751,0.05,W,1,0
702,26752,0.05,W,1,0
703,26753,0.05,W,1,0
704,26754,0.05,W,1,0
705,26755,0.05,W,1,0
706,26756,0.05,W,1,0
707,26757,0.05,W,1,0
708,26758,0.05,W,1,0
709,26759,0.05,W,1,0
710,26760,0.05,W,1,0
711,26761,0.05,W,1,0
712,26762,0.05,W,1,0
713,26763,0.05,W,1,0
714,26764,0.05,W,1,0
715,26765,0.05,W,1,0
716,26766,0.05,W,1,0
717,26767,0.05,W,1,0
718,26768,0.05,W,1,0
719,26769,0.05,W,1,0
720,26770,0.05,W,1,0
721,26771,0.05,W,1,0
722,26772,0.05,W,1,0
723,26773,0.05,W,1,0
724,26774,0.05,W,1,0
725,26775,0.05,W,1,0
726,26776,0.05,W,1,0
727,26777,0.05,W,1,0
728,26778,0.05,W,1,0
729,26779,0.05,W,1,0
730,26780,0.05,W,1,0
731,26781,0.05,W,1,0
732,26782,0.05,W,1,0
733,26783,0.05,W,1,0
734,26784,0.05,W,1,0
735,26785,0.05,W,1,0
736,26786,0.05,W,1,0
737,26787,0.05,W,1,0
738,26788,0.05,W,1,0
739,26789,0.05,W,1,0
740,26790,0.05,W,1,0
741,26791,0.05,W,1,0
742,26792,0.05,W,1,0
743,26793,0.05,W,1,0
744,26794,0.05,W,1,0
745,26795,0.05,W,1,0
746,26796,0.05,W,1,0
747,26797,0.05,W,1,0
748,26798,0.05,W,1,0
749,26799,0.05,W,1,0
750,26800,0.05,W,1,0
751,26801,0.05,W,1,0
752,26802,0.05,W,1,0
753,26803,0.05,W,1,0
754,26804,0.05,W,1,0
755,26805,0.05,W,1,0
756,26806,0.05,W,1,0
757,26807,0.05,W,1,0
758,26808,0.05,W,1,0
759,26809,0.05,W,1,0
760,26810,0.05,W,1,0
761,26811,0.05,W,1,0
762,26812,0.05,W,1,0
763,26813,0.05,W,1,0
764,26814,0.05,W,1,0
765,26815,0.05,W,1,0
766,26816,0.05,W,1,0
767,26817,0.05,W,1,0
768,26818,0.05,W,1,0
769,26819,0.05,W,1,0
770,26820,0.05,W,1,0
771,26821,0.05,W,1,0
772,26822,0.05,W,1,0
773,26823,0.05,W,1,0
774,26824,0.05,W,1,0
775,26825,0.05,W,1,0
776,26826,0.05,W,1,0
777,26827,0.05,W,1,0
778,26828,0.05,W,1,0
779,26829,0.05,W,1,0
780,26830,0.05,W,1,0
781,26831,0.05,W,1,0
782,26832,0.05,W,1,0
783,26833,0.05,W,1,0
784,26834,0.05,W,1,0
785,26835,0.05,W,1,0
786,26836,0.05,W,1,0
787,26837,0.05,W,1,0
788,26838,0.05,W,1,0
789,26839,0.05,W,1,0
790,26840,0.05,W,1,0
791,26841,0.05,W,1,0
792,26842,0.05,W,1,0
793,26843,0.05,W,1,0
794,26844,0.05,W,1,0
795,26845,0.05,W,1,0
796,26846,0.05,W,1,0
797,26847,0.05,W,1,0
798,26848,0.05,W,1,0
799,26849,0.05,W,1,0
800,26850,0.05,W,1,0
801,26851,0.05,W,1,0
802,26852,0.05,W,1,0
803,26853,0.05,W,1,0
804,26854,0.05,W,1,0
805,26855,0.05,W,1,0
806,26856,0.05,W,1,0
807,26857,0.05,W,1,0
808,26858,0.05,W,1,0
809,26859,0.05,W,1,0
810,26860,0.05,W,1,0
811,26861,0.05,W,1,0
812,26862,0.05,W,1,0
813,26863,0.05,W,1,0
814,26864,0.05,W,1,0
815,26865,0.05,W,1,0
816,26866,0.05,W,1,0
817,26867,0.05,W,1,0
818,26868,0.05,W,1,0
819,26869,0.05,W,1,0
820,26870,0.05,W,1,0
821,26871,0.05,W,1,0
822,26872,0.05,W,1,0
823,26873,0.05,W,1,0
824,26874,0.05,W,1,0
825,26875,0.05,W,1,0
826,26876,0.05,W,1,0
827,26877,0.05,W,1,0
828,26878,0.05,W,1,0
829,26879,0.05,W,1,0
830,26880,0.05,W,1,0
831,26881,0.05,W,1,0
832,26882,0.05,W,1,0
833,26883,0.05,W,1,0
834,26884,0.05,W,1,0
835,26885,0.05,W,1,0
836,26886,0.05,W,1,0
837,26887,0.05,W,1,0
838,26888,0.05,W,1,0
839,26889,0.05,W,1,0
840,26890,0.05,W,1,0
841,26891,0.05,W,1,0
842,26892,0.05,W,1,0
843,26893,0.05,W,1,0
844,26894,0.05,W,1,0
845,26895,0.05,W,1,0
846,26896,0.05,W,1,0
847,26897,0.05,W,1,0
848,26898,0.05,W,1,0
849,26899,0.05,W,1,0
850,26900,0.05,W,1,0
851,26901,0.05,W,1,0
852,26902,0.05,W,1,0
853,26903,0.05,W,1,0
854,26904,0.05,W,1,0
855,26905,0.05,W,1,0
856,26906,0.05,W,1,0
857,26907,0.05,W,1,0
858,26908,0.05,W,1,0
859,26909,0.05,W,1,0
860,26910,0.05,W,1,0
861,26911,0.05,W,1,0
862,26912,0.05,W,1,0
863,26913,0.05,W,1,0
864,26914,0.05,W,1,0
865,26915,0.05,W,1,0
866,26916,0.05,W,1,0
867,26917,0.05,W,1,0
868,26918,0.05,W,1,0
869,26919,0.05,W,1,0
870,26920,0.05,W,1,0
871,26921,0.05,W,1,0
872,26922,0.05,W,1,0
873,26923,0.05,W,1,0
874,26924,0.05,W,1,0
875,26925,0.05,W,1,0
876,26926,0.05,W,1,0
877,26927,0.05,W,1,0
878,26928,0.05,W,1,0
879,26929,0.05,W,1,0
880,26930,0.05,W,1,0
881,26931,0.05,W,1,0
882,26932,0.05,W,1,0
883,26933,0.05,W,1,0
884,26934,0.05,W,1,0
885,26935,0.05,W,1,0
886,26936,0.05,W,1,0
887,26937,0.05,W,1,0
888,26938,0.05,W,1,0
889,26939,0.05,W,1,0
890,26940,0.05,W,1,0
891,26941,0.05,W,1,0
892,26942,0.05,W,1,0
893,26943,0.05,W,1,0
894,26944,0.05,W,1,0
895,26945,0.05,W,1,0
896,26946,0.05,W,1,0
897,26947,0.05,W,1,0
898,26948,0.05,W,1,0
899,26949,0.05,W,1,0
900,26950,0.05,W,1,0
901,26951,0.05,W,1,0
902,26952,0.05,W,1,0
903,26953,0.05,W,1,0
904,26954,0.05,W,1,0
905,26955,0.05,W,1,0
906,26956,0.05,W,1,0
907,26957,0.05,W,1,0
908,26958,0.05,W,1,0
909,26959,0.05,W,1,0
910,26960,0.05,W,1,0
911,26961,0.05,W,1,0
912,26962,0.05,W,1,0
913,26963,0.05,W,1,0
914,26964,0.05,W,1,0
915,26965,0.05,W,1,0
916,26966,0.05,W,1,0
917,26967,0.05,W,1,0
918,26968,0.05,W,1,0
919,26969,0.05,W,1,0
920,26970,0.05,W,1,0
921,26971,0.05,W,1,0
922,26972,0.05,W,1,0
923,26973,0.05,W,1,0
924,26974,0.05,W,1,0
925,26975,0.05,W,1,0
926,26976,0.05,W,1,0
927,26977,0.05,W,1,0
928,26978,0.05,W,1,0
929,26979,0.05,W,1,0
930,26980,0.05,W,1,0
